UTC,Pack_count,IMUTemp,q0,q1,q2,q3,Roll,Pitch,Yaw,RollRate,PitchRate,YawRate,AccX,AccY,AccZ,RealAccX,RealAccY,RealAccZ,PosX,PosY,PosZ,Long,Lat,Height,VelX,VelY,VelZ,RSSI,SNR,
22:23:16:21,6041,24.8594,0.99983  0.00021612 -0.00042157   -0.018472,0.025654   -0.047842     -2.1169,-0.0021152   0.0096054   -0.010834,-0.016571    0.001318   0.0084686,-0.0082397   0.0051041      9.7969,0  0  0,24.78574      120.9973      140.3076,-0.07330322  -0.009048462      140.3076,-30,6,
22:23:16:55,6042,24.8906,0.99983  0.00020571 -0.00036445   -0.018507,0.024341   -0.041319     -2.1209,-0.0032654    0.014435   -0.019257,-0.013023  -0.0044403   0.0019341,-0.0060844 -0.00086117      9.7891,0  0  0,24.78574      120.9973      140.2675,-0.07495117  -0.009666443      140.2675,-31,6,
22:23:16:89,6043,24.8906,0.99983  0.00021465 -0.00035451   -0.018462,0.025343   -0.040163     -2.1158,-0.0023499    0.012917   -0.015869,-0.017593  -0.0038757   0.0080643,-0.010719 -0.00020015      9.7969,0  0  0,24.78574      120.9973       140.215,-0.07824707  -0.009063721       140.215,-31,7,
22:23:17:23,6044,24.8906,0.99983  0.00019955 -0.00030738   -0.018462,0.023513   -0.034794     -2.1157,-0.0016861   0.0099487   -0.012047,-0.026489 -0.00058746    0.001935,-0.020355   0.0025082      9.7891,0  0  0,24.78574      120.9973      140.1418,-0.07562256  -0.007949829      140.1418,-31,6.5,
22:23:17:57,6045,24.8906,0.99983  0.00020828 -0.00029098   -0.018379,0.024476   -0.032899     -2.1063,-0.0027447    0.013763     -0.0177,-0.022736  -0.0039902   -0.002449,-0.017181 -0.00069523      9.7891,0  0  0,24.78574      120.9973      140.0842,-0.07672119   -0.00831604      140.0842,-30,6,
22:23:17:91,6046,24.8906,0.99983   0.0001849 -0.00022953   -0.018381,0.021668   -0.025908     -2.1065,-0.0023785    0.011742   -0.015022,-0.01487  -0.0035992  -0.0045509,-0.01033 -0.00045753      9.7813,0  0  0,24.78574      120.9973      140.0336,-0.07763672  -0.009216309      140.0336,-30,5.75,
22:23:18:25,6047,24.8906,0.99983  0.00020819  -0.0001739   -0.018384,0.024219   -0.019485     -2.1068,-0.0019178    0.010513   -0.012939,-0.011993    -0.00177    0.005352,-0.0084915   0.0019627      9.7969,0  0  0,24.78574      120.9973      139.9594,-0.07568359  -0.009223938      139.9594,-30,6,
22:23:18:58,6048,24.8906,0.99983  0.00020335 -0.00014852   -0.018337,0.023611   -0.016589     -2.1013,-0.0018883   0.0096741   -0.011215,-0.014763  -0.0045624   0.0054169,-0.011574  -0.0010281      9.7969,0  0  0,24.78574      120.9973      139.9069,-0.07806396   -0.01005554      139.9069,-32,6.5,
22:23:18:92,6049,24.8906,0.99983  0.00019474 -0.00011346   -0.018359,0.02255    -0.01259     -2.1039,-0.0017776    0.009758   -0.012054,-0.0037098  -0.0038357   0.0046616,-0.0012512 -6.8665e-05      9.7969,0  0  0,24.78574      120.9973      139.8686,-0.07836914  -0.009941101      139.8686,-33,6.5,
22:23:19:26,6050,24.8906,0.99983  0.00018808 -4.2469e-05   -0.018381,0.021638  -0.0044696     -2.1064,-0.0036087    0.013885    -0.01825,0.0015097    0.004921  -0.0016899,0.001852   0.0085373      9.7891,0  0  0,24.78573      120.9973      139.8121,-0.07202148   -0.00844574      139.8121,-34,6.25,
22:23:19:60,6051,24.8906,0.99983  0.00018689   2.759e-05   -0.018396,0.021354    0.003555     -2.1081,-0.0016642    0.010719   -0.013428,-0.0020866   0.0018206   0.0027714,-0.0026894   0.0054474      9.7891,0  0  0,24.78573      120.9973      139.7695,-0.06268311  -0.007972717      139.7695,-30,6.5,
22:23:19:94,6052,24.8906,0.99983  0.00018587  6.3317e-06   -0.018365,0.021282   0.0011166     -2.1046,-0.0028877    0.014168   -0.016754,0.0071678   0.0061798  0.00095463,0.0064812     0.01001      9.7891,0  0  0,24.78573      120.9973      139.7072,-0.05877686  -0.004924774      139.7072,-32,5.75,
22:23:20:28,6053,24.8906,0.99983  0.00019135 -5.8371e-06   -0.018366,0.021935 -0.00026605     -2.1047,-0.0022545    0.010117   -0.011124,-0.0059891   0.0026741     0.00494,-0.005909   0.0061989      9.7969,0  0  0,24.78573      120.9973      139.6674,-0.05822754  -0.004127502      139.6674,-38,6,
22:23:20:62,6054,24.8906,0.99983  0.00022033 -9.0211e-06   -0.018368,0.025263 -0.00056982     -2.1049,-0.0021591    0.012817   -0.016724,0.00083399  -0.0058441   0.0017042,0.0010099  -0.0014849      9.7891,0  0  0,24.78573      120.9973      139.6284,-0.05630493  -0.006233215      139.6284,-33,6,
22:23:20:96,6055,24.8906,0.99983  0.00023055 -4.7778e-05   -0.018304,0.026515  -0.0049905     -2.0976,-0.0020409    0.010925    -0.01255,-0.009903   0.0017719   0.0013704,-0.0090637   0.0059586      9.7891,0  0  0,24.78573      120.9973      139.5853,-0.05245972   -0.00712204      139.5853,-32,6.5,
22:23:21:30,6056,24.8906,0.99983  0.00022513 -4.6914e-06   -0.018337,0.025804 -6.4456e-05     -2.1013,-0.0016365    0.010536    -0.01265,-0.0055885  -0.0046921   -0.002306,-0.0053139 -0.00042892      9.7891,0  0  0,24.78573      120.9973      139.5702,-0.0479126   -0.00579834      139.5702,-33,6.25,
22:23:21:64,6057,24.8906,0.99983  0.00024157 -8.9653e-05   -0.018198,0.027864   -0.009768     -2.0854,-0.0029392    0.010536   -0.014511,-0.0056305  -0.0085373 -0.00027275,-0.003561  -0.0040436      9.7891,0  0  0,24.78573      120.9973      139.5835,-0.04669189  -0.007434845      139.5835,-33,6.25,
22:23:21:98,6058,24.8906,0.99983  0.00012798 -6.6787e-05   -0.018298,0.014803  -0.0073836     -2.0969,-0.0091858   0.0078354   -0.017014,0.032227    -0.11273  -0.0056152,0.037933    -0.10962      9.7813,0  0  0,24.78573      120.9973      139.5443,-0.04641724  -0.009246826      139.5443,-34,4.25,
22:23:22:32,6059,24.9219,0.99984  1.3281e-06 -0.00012482   -0.017809,0.0004069   -0.014298     -2.0409,-0.00050735       0.013   -0.020554,0.020096   -0.044403   -0.013206,0.023956   -0.043427      9.7734,0  0  0,24.78573      120.9973      139.5392,-0.04684448   -0.00611496      139.5392,-33,5.5,
22:23:22:66,6060,24.9219,0.99983  0.00024014  -1.781e-05   -0.018257,0.02755  -0.0015382     -2.0922,-0.0024948    0.012047   -0.014297,-0.013351    -0.20862   -0.014946,-0.0055237    -0.20422      9.7734,0  0  0,24.78573      120.9973      139.5119,-0.05029297  -0.007408142      139.5119,-33,6.25,
