UTC	Pack_count	IMUTemp	q0	q1	q2	q3	Roll	Pitch	Yaw	RollRate	PitchRate	YawRate	AccX	AccY	AccZ	RealAccX	RealAccY	RealAccZ	PosX	PosY	PosZ	Long	Lat	Height	VelX	VelY	VelZ	RSSI	SNR
13:09:40:13	609	26.5625	0.74219	0.0024929	-0.002037	0.67041	84.1822	-0.364653	0.00324249	0.078308	0.067627	0.0032425	3.377	-1.1631	-4.9922	-0.78613	-3.4688	4.8047	0	0	0	24.78622	120.9975	145.4973	0.8393555	0.003181458	145.4973	-41	6
13:09:40:47	610	26.5625	0.73828	-0.0023155	-0.0030518	0.6748	84.8562	-0.0790946	0.00401306	0.037079	0.11609	0.0040131	1.9482	0.16296	-1.2422	0.33887	-1.9873	8.5313	0	0	0	24.78622	120.9975	145.5053	0.940918	0.02316284	145.5053	-42	6
13:09:40:80	611	26.5625	0.74658	-0.0022545	-0.0020523	0.66553	83.4297	-0.0036421	-0.139648	0.1554	0.23145	-0.13965	-0.011063	0.17786	0.94482	0.1521	-0.0171356	10.7344	0	0	0	24.78622	120.9975	145.4752	0.8828125	0.04559326	145.4752	-44	6.75
13:09:41:14	612	26.5625	0.7583	-0.0021858	0.0008831	0.65186	81.3662	0.240026	-0.0894775	0.090027	0.11707	-0.089478	0.58643	-2.084	-1.7979	-2.0137	-0.90381	7.9805	0	0	0	24.78622	120.9975	145.4669	0.9287109	-0.007465363	145.4669	-44	6.5
13:09:41:48	613	26.5625	0.76367	-0.0015554	0.0027332	0.64551	80.4138	0.354285	-0.0021534	0.12952	-0.07666	-0.0021534	-0.46289	0.51123	1.5264	0.366455	0.569824	11.3125	0	0	0	24.78622	120.9975	145.4499	0.9584961	-0.01971436	145.4499	-43	6.75
13:09:41:82	614	26.5625	0.75879	-0.0023479	0.0026932	0.65137	81.2875	0.409409	0.0637207	0.090698	0.0084381	0.063721	-0.38574	-0.27515	-0.087219	-0.39941	0.34839	9.6953	0	0	0	24.78622	120.9976	145.3888	0.9243164	-0.003639221	145.3888	-44	7
13:09:42:16	615	26.5313	0.75684	-0.0022678	0.0017376	0.65381	81.6454	0.320519	-0.0149078	-0.025864	0.012062	-0.014908	-0.35815	-0.14636	-0.23047	-0.25049	0.31982	9.5547	0	0	0	24.78622	120.9976	145.3429	0.9257813	0.003538132	145.3429	-45	6.25
13:09:42:50	616	26.5313	0.75928	-0.0029602	0.0022144	0.65088	81.2083	0.413396	-0.019989	-0.1344	0.0053978	-0.019989	-0.64648	3.4277	2.2402	3.20313	1.12793	12.0547	0	0	0	24.78622	120.9976	145.3218	0.9526367	0.01176453	145.3218	-51	6.25
13:09:42:83	617	26.5313	0.75781	-0.00457	0.0025578	0.65234	81.4444	0.563823	0.0261536	-0.029556	0.11658	0.026154	0.57129	-1.5674	-1.291	-1.5576	-0.83057	8.4766	0	0	0	24.78622	120.9976	145.2668	0.9619141	-0.01326752	145.2668	-46	6.5
13:09:43:17	618	26.5313	0.75342	-0.0041504	0.0033703	0.65771	82.2397	0.60364	0.132935	0.17004	0.43481	0.13293	1.4375	-2.6816	-3.8457	-2.5527	-1.7832	5.9063	0	0	0	24.78622	120.9976	145.2412	0.9848633	0.01493835	145.2412	-41	0.5
13:09:43:51	619	26.5313	0.74805	-0.0030651	0.0021534	0.66357	83.1505	0.417697	0.0457764	-0.10144	-0.059509	0.045776	-1.2744	-1.0117	-1.875	-1.208	1.124	7.9102	0	0	0	24.78622	120.9976	145.189	0.9858398	0.0171814	145.189	-45	6.75
13:09:43:85	620	26.5313	0.74072	-0.0032368	0.0075188	0.67188	84.4218	0.8873	0.0253906	0.51221	0.49585	0.025391	-6.7188	-1.5898	0.47437	-2.44141	6.64063	10.1484	0	0	0	24.78622	120.9976	145.1514	0.9165039	0.05923462	145.1514	-46	6.5
13:09:44:19	621	26.5156	0.7417	-0.0079117	-0.0016642	0.67041	84.2166	0.466537	-0.0773315	-0.018951	0.029251	-0.077332	-0.91309	0.17114	0.78516	-0.010498	0.775879	10.5859	0	0	0	24.78622	120.9976	145.1157	0.9985352	0.04580688	145.1157	-48	6.25
13:09:44:52	622	26.5156	0.75244	-0.0053825	0.0012169	0.65869	82.3965	0.51117	-0.100464	-0.029343	0.060242	-0.10046	-1.3984	-0.25488	-0.65527	-0.5249	1.29	9.1406	0	0	0	24.78622	120.9976	145.0625	0.9790039	0.0355835	145.0625	-49	6.5
13:09:44:86	623	26.5156	0.7627	-0.0033321	-0.00074673	0.64697	80.6134	0.181722	-0.0731812	0.13269	-0.08197	-0.073181	1.0918	-2.4961	-4.4141	-2.2949	-1.5117	5.3633	0	0	0	24.78622	120.9976	145.0521	0.9438477	-0.02201843	145.0521	-51	6.25
13:09:45:20	624	26.5313	0.77002	-0.0022602	-0.0026531	0.6377	79.2603	-0.0689697	-0.0158844	-0.1123	0.097168	-0.015884	-0.86377	1.1064	1.4121	0.929688	0.965332	11.2109	0	0	0	24.78622	120.9976	145.0387	0.9511719	-0.04067993	145.0387	-52	7
13:09:45:54	625	26.5313	0.76904	-0.0045052	-0.0042572	0.63916	79.461	-0.0452015	0.0156403	0.010605	-0.048676	0.01564	-0.30591	2.0762	2.5352	2.00195	0.527832	12.3281	0	0	0	24.78622	120.9976	144.9752	0.9819336	-0.01327515	144.9752	-53	6.25
13:09:45:87	626	26.5313	0.77002	-0.0031681	-0.0042496	0.63818	79.3039	-0.143254	-0.0117798	0.05368	0.048523	-0.01178	1.0801	0.94629	1.8311	1.1543	-0.999023	11.6094	0	0	0	24.78622	120.9976	144.9511	0.9770508	-0.04891968	144.9511	-55	6.25
13:09:46:21	627	26.5313	0.76904	-0.0019045	-0.0015936	0.63916	79.4607	-0.000947301	0.0030632	0.024445	-0.013	0.0030632	-1.1494	-0.34204	-1.0693	-0.54492	1.0264	8.7266	0	0	0	24.78622	120.9976	144.9346	0.9960938	-0.05288696	144.9346	-56	6.5
13:09:46:55	628	26.5313	0.76904	-0.0039063	0.00077057	0.63916	79.4598	0.354023	0.00993347	-0.0078964	0.0093994	0.0099335	1.4336	0.6333	1.2686	0.815918	-1.34961	11.0547	0	0	0	24.78622	120.9976	144.9165	0.9560547	-0.02659607	144.9165	-59	6.75
13:09:46:89	629	26.5313	0.76514	-0.0014162	0.0022335	0.64404	80.1771	0.30028	0.0284424	0.01358	0.0077896	0.028442	-0.96436	1.7207	0.51807	1.47656	1.25195	10.3125	0	0	0	24.78622	120.9976	144.9426	0.9160156	-0.0141449	144.9426	-57	6.25
13:09:47:23	630	26.5156	0.76172	-0.0028591	0.0030613	0.64795	80.7716	0.479469	0.0234833	-0.034576	0.11938	0.023483	0.86523	-0.043762	-0.63135	0.0079269	-0.86816	9.1563	0	0	0	24.78622	120.9976	144.9675	0.9472656	-0.006782532	144.9675	-57	6.5
13:09:47:57	631	26.5156	0.76074	-0.0034332	0.0010242	0.64941	80.9714	0.344617	-0.0256042	-0.021469	0.11493	-0.025604	1.2188	1.5625	1.2471	1.65527	-1.00391	11.0469	0	0	0	24.78622	120.9976	144.9684	1.001953	0.001851082	144.9684	-56	6.25
13:09:47:90	632	26.5156	0.76318	-0.0041084	0.0015345	0.646	80.4915	0.438426	-0.0853271	-0.20056	-0.06427	-0.085327	-2.0117	2.6797	4.8086	2.20703	2.33594	14.6328	0	0	0	24.78622	120.9976	144.9732	0.9790039	0.005817413	144.9732	-54	6.75
13:09:48:24	633	26.5156	0.771	-0.0083084	-0.00071192	0.63721	79.1419	0.543487	-0.104919	0.41162	-0.12323	-0.10492	1.2324	-1.9102	-1.499	-1.71	-1.6514	8.2578	0	0	0	24.78622	120.9976	145.002	1.037109	-0.04647827	145.002	-55	6.5
13:09:48:58	634	26.5156	0.77783	-0.0075531	-0.0007863	0.62891	77.9106	0.473966	-0.0909424	0.064697	0.0058823	-0.090942	0.78613	-2.5547	-2.2461	-2.3945	-1.3965	7.5078	0	0	0	24.78622	120.9976	145.0099	1.046875	-0.07958984	145.0099	-56	6.75
13:09:48:92	635	26.5156	0.78174	-0.0054474	-0.0022202	0.62354	77.1525	0.190354	0.00226402	0.010925	-3.84E-05	0.002264	0.044952	-0.070007	0.40503	-0.0913086	-0.17334	10.1953	0	0	0	24.78622	120.9976	145.0078	1.066406	-0.08856201	145.0078	-57	6.5
13:09:49:26	636	26.5	0.78027	-0.0030575	-0.0065994	0.62549	77.4356	-0.370886	0.0118942	-0.21069	0.040863	0.011894	2.0391	0.34277	-2.6426	0.82178	-2.0234	7.1133	0	0	0	24.78622	120.9976	145.0012	1.035156	-0.07769775	145.0012	-60	6.5
13:09:49:59	637	26.5	0.7793	-8.30E-05	-0.0021248	0.62646	77.5908	-0.183832	0.0348511	0.015137	0.10284	0.034851	2.7285	0.45703	-4.5859	1.043	-2.582	5.1953	0	0	0	24.78622	120.9976	144.9678	1.026367	-0.08422852	144.9678	-60	7
13:09:49:93	638	26.4688	0.77441	-0.0004437	-0.00047684	0.63281	78.508	-0.0101388	0.167236	0.075562	0.040894	0.16724	-1.1377	3.3867	5.8359	3.09375	1.77539	15.625	0	0	0	24.78622	120.9976	144.9344	1.042969	-0.02462769	144.9344	-59	6.5
13:09:50:27	639	26.4688	0.76318	-0.00067806	-0.00072813	0.646	80.4924	-0.0134874	0.140381	0.40259	0.061798	0.14038	1.1709	3.1113	1.415	3.25781	-0.622559	11.2031	0	0	0	24.78622	120.9976	144.8968	1.106445	-0.04693604	144.8968	-60	6.5
13:09:50:61	640	26.4688	0.75391	0.00090456	-0.00058651	0.65674	82.1191	-0.118781	0.0228119	-0.031158	-0.023697	0.022812	-0.28052	0.9917	1.0225	0.970215	0.416504	10.8125	0	0	0	24.78622	120.9976	144.8794	1.049805	-0.0246582	144.8794	-59	6.5
13:09:50:94	641	26.4844	0.75391	-0.0027084	-0.0003767	0.65674	82.1188	0.171338	-0.0518494	-0.066528	0.0057831	-0.051849	-0.40161	-2.1094	-2.0547	-2.168	0.067749	7.7266	0	0	0	24.78622	120.9976	144.8703	1.020508	-0.02580261	144.8703	-69	6
13:09:51:28	642	26.4844	0.7583	-0.0017796	-0.0029507	0.65186	81.3669	-0.123477	0.000441551	0.15869	-0.070251	0.00044155	-0.88281	-1.2207	-1.3936	-1.3154	0.64746	8.4063	0	0	0	24.78622	120.9976	144.8359	1.061523	-0.05661011	144.8359	-65	6.5
13:09:51:62	643	26.4844	0.75537	-0.0036869	-0.0051727	0.65479	81.8411	-0.171216	0.00505829	0.039307	0.1073	0.0050583	1.3896	1.8408	3.9277	2.04688	-1.27832	13.6953	0	0	0	24.78622	120.9977	144.8352	1.054688	-0.02819824	144.8352	-70	6.5
13:09:51:96	644	26.4688	0.75439	-0.00026202	-0.004509	0.65674	82.0836	-0.36991	0.0020771	-0.11987	0.12793	0.0020771	2.8027	3.25	2.1191	3.66797	-2.41602	11.8672	0	0	0	24.78622	120.9977	144.8406	1.020508	-0.02207947	144.8406	-63	6
13:09:52:30	645	26.4688	0.75293	-0.002861	-0.00021625	0.65771	82.2766	0.197073	0.0244141	-0.0045357	-0.09552	0.024414	0.35425	-3.082	-1.4248	-3.0273	-0.80225	8.3516	0	0	0	24.78622	120.9977	144.8053	0.996582	-0.05639648	144.8053	-64	6.75
13:09:52:64	646	26.4688	0.74902	-0.0023556	-0.0011711	0.66211	82.9508	0.0782484	0.0317993	0.012459	-0.012695	0.031799	-0.59863	-0.53027	0.1886	-0.61084	0.47998	9.9766	0	0	0	24.78622	120.9977	144.7921	1.047852	-0.03729248	144.7921	-65	6.5
13:09:52:98	647	26.4844	0.74463	0.0018005	-0.00059748	0.66748	83.7455	-0.1887	0.041748	0.051483	-0.11621	0.041748	-0.19507	-0.21423	0.52979	-0.187378	0.195435	10.3203	0	0	0	24.78622	120.9977	144.7747	1.009766	-0.02915955	144.7747	-61	6
13:09:53:31	648	26.4844	0.73877	-0.0014095	-0.0016823	0.67432	84.777	-0.0334844	0.0414429	0.002182	0.011772	0.041443	0.073975	1.3555	2.0391	1.36328	-0.00188828	11.8281	0	0	0	24.78622	120.9977	144.7423	1.041992	-0.004722595	144.7423	-64	6.5
13:09:53:65	649	26.4844	0.729	-0.0015793	2.00E-05	0.68408	86.3582	0.125541	0.11969	0.069824	-0.059052	0.11969	1.2441	0.7793	-1.1123	0.8418	-1.207	8.6719	0	0	0	24.78622	120.9977	144.731	1.013672	0.01155853	144.731	-63	6.75
13:09:53:99	650	26.4531	0.7251	-0.00064516	-1.19E-05	0.68848	87.0319	0.0499251	-0.0187073	-0.098877	0.050568	-0.018707	1.3086	0.70752	0.80322	0.76123	-1.29004	10.5938	0	0	0	24.78622	120.9977	144.75	1	0.02444458	144.75	-61	6.75
13:09:54:33	651	26.4531	0.73096	-0.0036907	-0.0090103	0.68213	86.0461	-0.466376	-0.185059	-0.093811	0.06015	-0.18506	4.58203	8.71094	13.1016	9.1875	-4.37891	22.7344	0	0	0	24.78621	120.9977	144.7297	0.9970703	0.05102539	144.7297	-66	6.5
13:09:54:67	652	26.4531	0.73828	-0.0024509	0.0029278	0.67432	84.8147	0.437181	-0.0393982	-0.32666	-0.081238	-0.039398	-1.2979	0.44531	3.4453	0.236938	1.29395	13.2422	0	0	0	24.78622	120.9977	144.745	0.9848633	-0.003917694	144.745	-83	6.5
13:09:55:00	653	26.4844	0.74414	0.0017586	0.0073357	0.66797	83.8277	0.490934	-0.0451355	0.079529	0.052887	-0.045135	-2.6875	-1.6914	0.74121	-2.06836	2.62695	10.4766	0	0	0	24.78621	120.9977	144.7424	1	-0.0430603	144.7424	-65	7
13:09:55:34	654	26.4844	0.74219	0.00015497	0.0022202	0.67041	84.1826	0.176863	0.0500793	-0.033813	0.32886	0.050079	1.6279	1.4238	4.2383	1.49219	-1.43555	14.0391	0	0	0	24.78621	120.9977	144.7118	0.9887695	-0.03004456	144.7118	-61	6.5
13:09:55:68	655	26.4844	0.73242	-4.41E-06	0.0020351	0.68066	85.8049	0.171195	0.085083	0.088074	-0.0036087	0.085083	-0.78125	-1.7871	2.3457	-1.87402	0.694824	12.125	0	0	0	24.78621	120.9977	144.7232	1.001953	-0.04147339	144.7232	-60	6.5
13:09:56:02	656	26.4688	0.72412	-0.0009017	0.0001303	0.68994	87.2307	0.0820709	0.0447083	0.096558	-0.014679	0.044708	-0.1449	-0.60205	0.37207	-0.620605	0.114258	10.1641	0	0	0	24.78621	120.9977	144.6971	1.005859	-0.009864807	144.6971	-60	6.5
13:09:56:36	657	26.4688	0.71777	-0.0023613	-0.0029545	0.69629	88.2593	-0.0546016	-0.000326395	-0.16223	0.067444	-0.0003264	0.57617	0.76416	0.46875	0.784668	-0.646484	10.25	0	0	0	24.78621	120.9977	144.7018	0.965332	0.009750366	144.7018	-60	6.75
13:09:56:69	658	26.4688	0.71338	0.002573	0.0010796	0.70117	89.0108	-0.11842	0.0280457	0.06427	0.092529	0.028046	-1.3604	-1.3213	0.40747	-1.33203	1.39746	10.1875	0	0	0	24.78621	120.9977	144.6839	0.9384766	-0.003072739	144.6839	-62	6.5
13:09:57:03	659	26.5	0.70459	0.0032501	0.00074625	0.70947	90.3951	-0.204021	0.11084	-0.066223	-0.034668	0.11084	-0.16638	1.626	-0.0051689	1.666	0.20239	9.7734	0	0	0	24.78621	120.9977	144.6623	0.9633789	0.03646851	144.6623	-64	6.5
13:09:57:37	660	26.5	0.68164	0.0023079	0.001358	0.73145	94.0369	-0.0873957	0.294678	0.096741	-0.044739	0.29468	-1.4434	-0.71436	0.30786	-0.585449	1.55371	10.0859	0	0	0	24.78621	120.9977	144.6534	0.9511719	0.05984497	144.6534	-60	6.5
13:09:57:71	661	26.5	0.64893	0.0030975	0.0004456	0.76074	99.07	-0.236928	0.286865	-0.012032	0.042511	0.28687	-0.93262	0.25195	0.52051	0.437744	0.927246	10.3047	0	0	0	24.78621	120.9977	144.6321	0.9375	0.1342773	144.6321	-61	6.5
13:09:58:05	662	26.4688	0.60254	-0.002636	0.00081158	0.79785	105.8794	0.2971456	0.1915283	-0.32178	1.3896	0.19153	5.6328	0.14966	-2.959	-1.5371	-5.4883	6.7734	0	0	0	24.78621	120.9977	144.5988	0.9560547	0.2668457	144.5988	-63	6.25
13:09:58:39	663	26.4688	0.55371	0.0052567	-0.002039	0.83252	112.7433	-0.6310479	0.3691406	0.079407	0.083069	0.36914	1.1953	-0.68311	-2.9063	-1.0244	-0.8125	6.8984	0	0	0	24.78622	120.9977	144.5968	0.9375	0.3183594	144.5968	-63	6
13:09:58:73	664	26.4688	0.50537	0.0041008	-0.0014448	0.86279	119.2813	-0.4892011	0.3217773	0.0096893	0.22534	0.32178	-0.9292	1.4219	0.97949	1.76367	0.128174	10.7578	0	0	0	24.78622	120.9977	144.6102	0.8852539	0.4458008	144.6102	-60	7
13:09:59:07	665	26.4844	0.46021	0.00064135	-0.0014029	0.8877	125.1933	-0.1392485	0.2956543	-0.03009	-0.21375	0.29565	0.06131	-1.5449	-2.4629	-1.2617	0.82813	7.3359	0	0	0	24.78622	120.9977	144.5646	0.8149414	0.463623	144.5646	-60	7
13:09:59:40	666	26.4844	0.40234	-0.0044861	-0.0049095	0.91553	132.5507	0.2442612	0.4309082	-0.51025	-0.14941	0.43091	-1.6377	-1.2227	1.9082	0.18396	1.8252	11.7344	0	0	0	24.78622	120.9977	144.5528	0.6938477	0.5366211	144.5528	-62	6.25
13:09:59:74	667	26.4844	0.33862	-0.003252	-0.0035744	0.94092	140.4129	0.2119375	0.4025879	0.075134	0.078979	0.40259	1.5645	-0.036102	-0.84668	-1.2725	-1.0371	8.9297	0	0	0	24.78622	120.9977	144.5284	0.6293945	0.5986328	144.5284	-64	6.25
13:10:00:08	668	26.4688	0.28125	0.0027466	-0.0035095	0.95947	147.3262	-0.415212	0.369873	-0.10046	0.13501	0.36987	-1.7861	2.3945	0.57178	2.85352	-1.12695	10.3359	0	0	0	24.78622	120.9977	144.4808	0.496582	0.6225586	144.4808	-63	6.5
13:10:00:42	669	26.4688	0.22693	0.00038218	-0.0047951	0.97412	153.7736	-0.1672815	0.2998047	-0.0093384	-0.036987	0.2998	0.97852	0.26245	-1.4521	-0.73584	-0.74316	8.3359	0	0	0	24.78622	120.9977	144.4736	0.3991699	0.6264648	144.4736	-70	6.75
13:10:00:76	670	26.4688	0.17957	0.0042648	-0.00037909	0.98389	159.3138	-0.488501	0.3288574	0.13745	0.072021	0.32886	-2.8164	0.65088	0.45996	2.94531	0.398193	10.2266	0	0	0	24.78623	120.9977	144.4578	0.3305664	0.7329102	144.4578	-66	6.5
13:10:01:09	671	26.4844	0.12891	0.0035381	-0.0039024	0.9917	165.1894	-0.4596731	0.2453613	0.021576	-0.020447	0.24536	1.9805	2.4824	-1.8291	-1.2207	-2.9551	7.9531	0	0	0	24.78623	120.9977	144.3851	0.2575684	0.7607422	144.3851	-63	6.25
13:10:01:43	672	26.4844	0.093262	0.0041656	-0.0028439	0.99561	169.2983	-0.505673	0.1933594	0.067566	0.093872	0.19336	-2.6855	-0.013405	3.8633	2.74609	0.448975	13.6328	0	0	0	24.78623	120.9977	144.3716	0.1575928	0.7348633	144.3716	-68	6.5
13:10:01:77	673	26.4844	0.066101	0.0024052	-0.0022469	0.99805	172.4222	-0.2919544	0.1547852	0.096008	-0.02533	0.15479	-1.166	-1.2646	1.2637	1.05176	1.37012	11.0547	0	0	0	24.78623	120.9977	144.323	0.1063843	0.7050781	144.323	-75	6.5
13:10:02:11	674	26.4844	0.048126	0.0032501	-0.0040932	0.99902	174.4856	-0.3944949	0.09997559	-0.045746	-0.044556	0.099976	-0.67383	0.61523	-0.63477	0.79688	-0.62451	9.1406	0	0	0	24.78624	120.9977	144.3103	0.06878662	0.6845703	144.3103	-64	6.5
13:10:02:45	675	26.4844	0.029739	0.0065231	-0.0020866	0.99951	176.5929	-0.7542977	0.1434326	-0.12659	-0.072388	0.14343	-1.9883	0.51172	-0.34131	2.1465	-0.44312	9.4141	0	0	0	24.78624	120.9977	144.3223	0.02577209	0.6459961	144.3223	-72	6
13:10:02:78	676	26.4688	0.0092468	0.0037975	-0.002533	1	178.9415	-0.4378067	0.1645508	0.011971	-0.040039	0.16455	-0.76807	-0.49683	-1.1758	0.8291	0.46753	8.6094	0	0	0	24.78624	120.9977	144.3019	-0.01204681	0.6889648	144.3019	-71	6.5
13:10:03:12	677	26.4688	-0.019821	0.0039673	-0.0045853	1	-177.7269	-0.4440164	0.1450195	-0.080261	0.0019484	0.14502	-0.22302	-0.31689	0.20508	0.31372	0.20618	9.9922	0	0	0	24.78624	120.9977	144.3146	-0.06915283	0.6733398	144.3146	-71	6.75
13:10:03:46	678	26.4688	-0.047638	0.0043373	-0.0019112	0.99902	-174.5389	-0.4859417	0.201416	0.013893	0.0013056	0.20142	0.29443	-1.0107	-0.59961	-0.11627	0.99658	9.1953	0	0	0	24.78625	120.9977	144.3133	-0.1140137	0.6743164	144.3133	-81	6.75
13:10:03:80	679	26.4375	-0.08075	0.0035229	-0.0035496	0.99658	-170.7339	-0.3695723	0.2181396	0.13269	-0.055573	0.21814	-0.10602	0.1875	0.52686	0.146851	-0.267578	10.3125	0	0	0	24.78625	120.9977	144.3051	-0.1804199	0.6538086	144.3051	-71	6.25
13:10:04:14	680	26.4375	-0.11652	0.0039444	-0.0039749	0.99316	-166.6158	-0.3958429	0.2597656	0.075867	-0.029282	0.25977	-0.27808	-0.092834	-0.68896	0.35815	-0.048218	9.0938	0	0	0	24.78625	120.9977	144.3249	-0.2432861	0.5957031	144.3249	-77	6.5
13:10:04:48	681	26.4375	-0.1637	0.00032258	-0.0055847	0.98633	-161.1539	0.0683222	0.3688965	-0.015053	0.042969	0.3689	-0.58643	0.55664	0.54785	0.356445	-0.834473	10.3281	0	0	0	24.78625	120.9977	144.3468	-0.3278809	0.590332	144.3468	-68	6
13:10:04:82	682	26.4688	-0.21875	0.0025368	-0.0020943	0.97559	-154.7233	-0.2311851	0.3100586	0.08075	0.0077438	0.31006	-0.11829	-0.064087	0.97656	0.177612	-0.0403137	10.7656	0	0	0	24.78625	120.9977	144.3339	-0.4003906	0.5551758	144.3339	-65	6.75
13:10:05:15	683	26.4688	-0.26563	0.0015259	-0.0048943	0.96387	-149.1853	-0.01956904	0.2578125	0.37646	0.073792	0.25781	-4.668	1.9502	-0.31348	2.9961	-4.1367	9.4531	0	0	0	24.78626	120.9977	144.3603	-0.4919434	0.4919434	144.3603	-62	6
13:10:05:49	684	26.4688	-0.30444	0.0011244	-0.0044136	0.95264	-144.5545	0.03122669	0.2252197	-0.06543	0.28174	0.22522	-1.2334	0.79541	1.2363	0.503418	-1.47168	11.0156	0	0	0	24.78626	120.9977	144.3845	-0.5317383	0.4226074	144.3845	-62	6.25
13:10:05:83	685	26.4375	-0.34399	0.00050831	-0.0040054	0.93896	-139.7593	0.1031965	0.2666016	0.22095	-0.10162	0.2666	-0.51709	1.7637	-0.39795	-0.75635	-1.7314	9.3828	0	0	0	24.78626	120.9977	144.3819	-0.6088867	0.4472656	144.3819	-66	6
13:10:06:17	686	26.4375	-0.38892	-0.0014448	-0.0018005	0.92139	-134.2312	0.2327426	0.3505859	0.37012	0.011681	0.35059	-2.3164	-1.9072	2.2031	2.93164	-0.321777	12.0078	0	0	0	24.78626	120.9977	144.3967	-0.7119141	0.3874512	144.3967	-63	6.25
13:10:06:50	687	26.4375	-0.42261	-0.0012779	-0.0035458	0.90625	-129.9991	0.3044538	0.1203613	0.172	0.62695	0.12036	-2.5684	4.8906	-5.9883	-2.1465	-5.1211	3.7559	0	0	0	24.78626	120.9977	144.4056	-0.7836914	0.3432617	144.4056	-62	6.25
13:10:06:84	688	26.4375	-0.44824	-0.00033498	-0.0034046	0.89404	-126.7454	0.2091449	0.09686279	-0.10718	0.64502	0.096863	-3.7813	-1.96	4.7773	3.68359	-1.96191	14.5859	0	0	0	24.78627	120.9977	144.3802	-0.8178711	0.2858887	144.3802	-66	6.5
13:10:07:18	689	26.4375	-0.48438	-0.0034771	-0.0041428	0.875	-122.0658	0.578437	0.1966553	-0.22363	-0.16797	0.19666	5.0117	-1.2832	-0.30713	-1.6426	4.875	9.5	0	0	0	24.78627	120.9977	144.3949	-0.78125	0.1895752	144.3949	-66	6
13:10:07:52	690	26.4375	-0.51367	-0.0017281	-0.0075035	0.85791	-118.1814	0.6116148	0.2111816	-0.0078812	-0.18689	0.21118	2.2813	0.59912	0.36011	-1.69043	1.61719	10.1563	0	0	0	24.78627	120.9977	144.3699	-0.8359375	0.1374512	144.3699	-72	6.75
13:10:07:85	691	26.4219	-0.54443	0.00069523	-0.0066376	0.83887	-114.0341	0.3472211	0.2568359	-0.10278	0.17529	0.25684	-0.49243	-1.6875	3.291	1.64063	0.06427	13.0938	0	0	0	24.78627	120.9977	144.3708	-0.8520508	0.03070068	144.3708	-68	6.75
13:10:08:19	692	26.4219	-0.58105	-0.0010319	-0.0042953	0.81396	-108.9583	0.382181	0.2489014	0.019165	-0.047028	0.2489	0.69434	0.13306	-0.97852	-0.40381	0.56543	8.8125	0	0	0	24.78627	120.9977	144.3704	-0.8486328	-0.05340576	144.3704	-68	6.25
13:10:08:53	693	26.4219	-0.60645	0.0076714	-0.0067863	0.79541	-105.3517	-0.2274899	0.1665039	0.1322	-0.21216	0.1665	-4.5977	-0.60498	2.3379	1.86816	-4.50391	12.0313	0	0	0	24.78627	120.9977	144.3642	-0.8842773	-0.107605	144.3642	-70	6.75
13:10:08:87	694	26.4063	-0.62695	0.00062466	-0.0052452	0.77881	-102.3322	0.3212039	0.1270752	-0.12561	-0.15039	0.12708	1.4307	0.14246	-0.016602	-0.48218	1.2686	9.7813	0	0	0	24.78627	120.9977	144.3837	-0.8535156	-0.1821289	144.3837	-66	6.75
13:10:09:21	695	26.4063	-0.6416	0.0029354	-0.0033436	0.76709	-100.1811	-0.01219996	0.07562256	0.14075	-0.0048981	0.075623	-2.0586	-1.0146	-0.97119	1.3633	-1.9141	8.8047	0	0	0	24.78627	120.9977	144.3964	-0.894043	-0.229248	144.3964	-63	6
13:10:09:55	696	26.4063	-0.64551	-5.24E-05	-0.0040779	0.76367	-99.5874	0.306262	0.0420532	0.28857	0.15417	0.042053	0.1543	0.83105	0.69336	-0.916504	-0.0198212	10.4766	0	0	0	24.78627	120.9977	144.3766	-0.90625	-0.2526855	144.3766	-61	6
13:10:09:89	697	26.4063	-0.65088	0.00012231	-0.0042267	0.75928	-98.7923	0.304558	0.0400085	0.0073586	-0.05423	0.040009	0.8042	0.90918	-1.5518	-1.0605	0.60254	8.2344	0	0	0	24.78627	120.9977	144.3986	-0.8828125	-0.2592773	144.3986	-63	6.25
13:10:10:22	698	26.4063	-0.65625	0.0039177	-0.0042	0.75488	-97.9964	-0.0230389	0.0534058	-0.11871	-0.10785	0.053406	-0.70557	-0.31934	-1.0547	0.42749	-0.76514	8.7266	0	0	0	24.78627	120.9977	144.4059	-0.8930664	-0.3049316	144.4059	-63	6.5
13:10:10:56	699	26.4063	-0.66211	0.0048065	-0.003336	0.74951	-97.0851	-0.159685	0.11792	0.022888	0.020996	0.11792	-0.41162	0.059662	-0.21057	0.016266	-0.52246	9.5703	0	0	0	24.78627	120.9977	144.3665	-0.8959961	-0.3254395	144.3665	-80	7
13:10:10:90	700	26.3906	-0.67676	0.0041771	-0.0011711	0.73633	-94.8269	-0.261579	0.140625	0.063416	0.12793	0.14063	0.10913	0.06958	-1.1074	-0.049194	0.044434	8.6797	0	0	0	24.78627	120.9977	144.3691	-0.8681641	-0.3774414	144.3691	-67	6
13:10:11:24	701	26.3906	-0.69092	0.0040703	0.00019467	0.72266	-92.5715	-0.352611	0.105164	-0.049438	-0.095093	0.10516	1.6631	0.81396	0.75439	-0.810059	1.56445	10.5625	0	0	0	24.78627	120.9977	144.3571	-0.8554688	-0.4042969	144.3571	-62	6.5
