UTC	Pack_count	IMUTemp	q0	q1	q2	q3	Roll	Pitch	Yaw	RollRate	PitchRate	YawRate	AccX	AccY	AccZ	RealAccX	RealAccY	RealAccZ	PosX	PosY	PosZ	Long	Lat	Height	VelX	VelY	VelZ	RSSI	SNR
13:10:42:35	793	26.3906	-0.76025	0.0040512	-0.005188	-0.64941	81.0086	0.753648	-0.00238419	0.00032735	0.006218	-0.0023842	-0.0018597	0.026459	0.010017	-0.10291	0.011726	9.7969	0	0	0	24.78623	120.9975	144.051	-0.04226685	0.2766113	144.051	-23	7
13:10:42:68	794	26.3906	-0.76025	0.0039978	-0.0052299	-0.64941	81.0086	0.753329	-0.00497437	-0.00032496	0.0079269	-0.0049744	0.0045357	0.027817	0.0044289	-0.10059	0.0069122	9.7891	0	0	0	24.78623	120.9975	144.0396	-0.03622437	0.2751465	144.0396	-23	6.5
13:10:43:02	795	26.3906	-0.76025	0.0038948	-0.0052567	-0.64941	81.0087	0.747989	-0.00696182	-0.000844	0.010017	-0.0069618	0.0062904	0.032257	0.021072	-0.095398	0.0076714	9.8125	0	0	0	24.78623	120.9975	144.0252	-0.0246582	0.2709961	144.0252	-23	7.25
13:10:43:36	796	26.3906	-0.76025	0.003788	-0.0052719	-0.64941	81.0088	0.741368	-0.00355148	0.00017416	0.0058975	-0.0035515	0.018661	0.025528	-0.0014219	-0.098328	-0.0037308	9.7891	0	0	0	24.78623	120.9975	144.0535	-0.01835632	0.2687988	144.0535	-23	7.25
13:10:43:70	797	26.3906	-0.76025	0.0037022	-0.0053139	-0.64941	81.0088	0.738636	-0.00292206	-0.00026107	0.0063362	-0.0029221	0.0068092	0.029388	0.0046539	-0.096008	0.010345	9.7969	0	0	0	24.78623	120.9975	144.061	-0.01246643	0.2668457	144.061	-23	6.5
13:10:44:03	798	26.3906	-0.76025	0.0035858	-0.0053177	-0.64941	81.0089	0.730308	-0.00677109	-0.00048494	0.0093918	-0.0067711	0.016586	0.032806	0.0075684	-0.090027	0.0030212	9.7969	0	0	0	24.78623	120.9975	144.0504	-0.001056671	0.2585449	144.0504	-23	7
13:10:44:37	799	26.3906	-0.76074	0.0035152	-0.0053368	-0.64941	80.9726	0.726476	-0.00765991	-0.00041938	0.0096359	-0.0076599	0.012444	0.029984	0.0009985	-0.092773	0.0079041	9.7891	0	0	0	24.78623	120.9975	144.0561	0.007106781	0.2602539	144.0561	-23	7
13:10:44:71	800	26.3906	-0.76074	0.0034447	-0.0053406	-0.64893	80.9301	0.721824	-0.00671768	-0.00066662	0.0089264	-0.0067177	0.0064735	0.021286	0.0037174	-0.10144	0.013512	9.7891	0	0	0	24.78623	120.9975	144.054	0.01449585	0.2597656	144.054	-23	6.75
13:10:45:05	801	26.3906	-0.76074	0.0032883	-0.0053253	-0.64893	80.9301	0.708861	-0.00353622	-0.00014317	0.0066109	-0.0035362	0.0098724	0.022858	0.015778	-0.097046	0.012604	9.8047	0	0	0	24.78623	120.9975	144.0224	0.02468872	0.2462158	144.0224	-23	6.75
13:10:45:39	802	26.4219	-0.76074	0.0032635	-0.0053749	-0.64893	80.9302	0.711341	-0.00799561	-0.00046682	0.0097961	-0.0079956	0.021423	0.025635	-0.0050964	-0.092957	0.0025826	9.7813	0	0	0	24.78623	120.9975	144.0157	0.03146362	0.2454834	144.0157	-23	6.75
13:10:45:73	803	26.4219	-0.76074	0.0031834	-0.0053978	-0.64893	80.9302	0.707379	-0.00791168	-0.0011892	0.0094376	-0.0079117	0.01712	0.014114	-0.00214	-0.10437	0.0064163	9.7891	0	0	0	24.78623	120.9975	144.0342	0.03808594	0.2409668	144.0342	-23	7
13:10:46:07	804	26.4219	-0.76123	0.0030956	-0.0054283	-0.64844	80.8514	0.703567	-0.00213051	0.00057077	0.005928	-0.0021305	0.009552	0.028	0.0091934	-0.090942	0.017929	9.7969	0	0	0	24.78623	120.9975	144.0203	0.0501709	0.2336426	144.0203	-22	6.5
13:10:46:40	805	26.4063	-0.76123	0.0030537	-0.005455	-0.64844	80.8514	0.702779	-0.00287437	-0.00035024	0.0060692	-0.0028744	0.0053558	0.019867	0.0098419	-0.099548	0.021652	9.7969	0	0	0	24.78624	120.9975	144.0379	0.059021	0.2333984	144.0379	-23	6.75
13:10:46:74	806	26.4063	-0.76172	0.0029449	-0.0054321	-0.64795	80.7726	0.692766	-0.00253105	0.0008359	0.0065041	-0.0025311	0.025589	0.022293	0.001955	-0.092163	0.0035	9.7891	0	0	0	24.78623	120.9975	144.0126	0.06500244	0.2149658	144.0126	-23	6.75
13:10:47:08	807	26.4063	-0.76172	0.0028896	-0.005455	-0.64795	80.7726	0.690657	-0.00486374	-0.00046158	0.0071449	-0.0048637	0.017593	0.018799	0.0082779	-0.09668	0.011765	9.7969	0	0	0	24.78624	120.9975	144.0285	0.0723877	0.2126465	144.0285	-23	6.75
13:10:47:42	808	26.4063	-0.76172	0.0028286	-0.0054855	-0.64746	80.73	0.689066	-0.00137424	0.00041866	0.0052261	-0.0013742	0.011597	0.021347	0.015701	-0.094727	0.019501	9.8047	0	0	0	24.78624	120.9975	144.0304	0.08178711	0.2115479	144.0304	-23	6.75
13:10:47:76	809	26.4063	-0.76221	0.0027218	-0.0054893	-0.64746	80.6938	0.68127	-0.00408936	0.00014663	0.0068855	-0.0040894	0.026642	0.014381	0.0072441	-0.0979	0.0050697	9.7969	0	0	0	24.78624	120.9975	144.0152	0.09161377	0.2015381	144.0152	-23	7
13:10:48:10	810	26.4063	-0.76221	0.0026779	-0.0055199	-0.64697	80.6512	0.680962	-0.00673294	5.30E-05	0.0092773	-0.0067329	0.019455	0.016037	0.0062561	-0.097595	0.013481	9.7969	0	0	0	24.78624	120.9975	144.0441	0.09893799	0.1972656	144.0441	-23	7
13:10:48:43	811	26.4375	-0.7627	0.0026455	-0.0055618	-0.64648	80.5724	0.682309	-0.00516129	0.00017893	0.0070419	-0.0051613	0.022461	0.012093	0.003233	-0.10089	0.010826	9.7891	0	0	0	24.78624	120.9975	144.0612	0.1091919	0.1953125	144.0612	-23	7
13:10:48:77	812	26.4375	-0.76318	0.0024872	-0.0055428	-0.64648	80.5363	0.668722	-0.00208282	0.00018597	0.0050926	-0.0020828	0.020935	0.015472	0.0072823	-0.095398	0.014992	9.7969	0	0	0	24.78624	120.9975	144.0736	0.1203003	0.1856689	144.0736	-23	6.75
13:10:49:11	813	26.4375	-0.76318	0.0023727	-0.0055351	-0.646	80.4936	0.659864	-0.00536728	-0.00043797	0.0078888	-0.0053673	0.032532	0.018082	0.00041389	-0.089539	0.0054893	9.7891	0	0	0	24.78624	120.9975	144.1017	0.1306152	0.1838379	144.1017	-23	6.5
13:10:49:45	814	26.3906	-0.76367	0.0022945	-0.0055618	-0.646	80.4575	0.656231	-0.00317764	-0.00031877	0.0070724	-0.0031776	0.026947	0.019577	0.0037708	-0.088379	0.012764	9.7891	0	0	0	24.78624	120.9975	144.1255	0.1398926	0.1812744	144.1255	-23	6.75
13:10:49:78	815	26.3906	-0.76416	0.0022011	-0.005497	-0.64502	80.3359	0.644037	-0.00458145	-0.00028086	0.0077057	-0.0045815	0.035187	0.013931	0.013992	-0.090576	0.0042229	9.8047	0	0	0	24.78624	120.9975	144.1219	0.1411133	0.1646729	144.1219	-23	6.75
13:10:50:12	816	26.3906	-0.76416	0.0021191	-0.0055084	-0.64502	80.336	0.638977	-0.00534058	-0.00022888	0.0079041	-0.0053406	0.036377	0.009903	0.0026474	-0.093384	0.0036983	9.7891	0	0	0	24.78624	120.9975	144.1227	0.1463623	0.1569824	144.1227	-23	8
13:10:50:46	817	26.4063	-0.76465	0.0020924	-0.0055275	-0.64453	80.2571	0.638791	-0.00521851	-0.00076485	0.0071793	-0.0052185	0.040955	0.0044479	0.0019503	-0.097778	-0.0012197	9.7891	0	0	0	24.78624	120.9975	144.129	0.1540527	0.15271	144.129	-23	6.75
13:10:50:80	818	26.4063	-0.76514	0.0020447	-0.0055008	-0.64404	80.1783	0.633049	-0.00738144	-0.00045323	0.0091782	-0.0073814	0.029526	-0.0029278	0.0074844	-0.10626	0.0091858	9.7969	0	0	0	24.78624	120.9975	144.0955	0.157959	0.1408691	144.0955	-23	6.75
13:10:51:14	819	26.4063	-0.76563	0.0019703	-0.0054855	-0.64355	80.0995	0.626345	-0.00104141	0.0002749	0.005455	-0.0010414	0.020218	0.0036011	0.0099564	-0.099915	0.020432	9.7969	0	0	0	24.78624	120.9975	144.091	0.1638184	0.1334229	144.091	-23	7
13:10:51:48	820	26.4375	-0.76611	0.0018978	-0.0054512	-0.64307	80.0207	0.618116	-0.0052681	0.00031853	0.0079575	-0.0052681	0.027924	0.010567	0.017944	-0.090637	0.014656	9.8047	0	0	0	24.78624	120.9975	144.0843	0.1676025	0.1247559	144.0843	-23	6.75
13:10:51:82	821	26.4375	-0.76611	0.0018091	-0.0054207	-0.64258	79.9778	0.609187	-0.00800323	-0.0012541	0.0088348	-0.0080032	0.03421	-0.0044975	0.0054398	-0.10266	0.0065041	9.7969	0	0	0	24.78624	120.9975	144.0665	0.1737061	0.1137085	144.0665	-22	6.75
13:10:52:16	822	26.4375	-0.7666	0.0017252	-0.0054016	-0.64209	79.899	0.601464	-0.00245476	0.00037241	0.0059433	-0.0024548	0.026047	0.0085754	0.0089798	-0.089661	0.018005	9.7969	0	0	0	24.78624	120.9975	144.0698	0.1800537	0.1084595	144.0698	-23	7
13:10:52:49	823	26.4063	-0.76709	0.0017014	-0.0054092	-0.6416	79.8202	0.600514	-0.00305367	-0.00010169	0.005806	-0.0030537	0.025192	0.0041428	0.0023746	-0.093933	0.018402	9.7891	0	0	0	24.78624	120.9975	144.0844	0.1877441	0.1030273	144.0844	-23	6.5
13:10:52:83	824	26.4063	-0.76758	0.0016422	-0.0053711	-0.64111	79.7414	0.592951	-0.00406647	0.00035214	0.006649	-0.0040665	0.048645	0.0086365	0.0075645	-0.084106	-0.0034885	9.7969	0	0	0	24.78624	120.9975	144.0756	0.1868896	0.08990479	144.0756	-23	6.5
13:10:53:17	825	26.4219	-0.76758	0.0015907	-0.0053673	-0.64063	79.6984	0.589112	-0.00694656	-0.00099945	0.010048	-0.0069466	0.03183	0.0058403	0.0098343	-0.089539	0.013153	9.7969	0	0	0	24.78624	120.9975	144.0774	0.1953125	0.08447266	144.0774	-22	7
13:10:53:51	826	26.4219	-0.76807	0.0015306	-0.0053291	-0.64014	79.6196	0.581483	-0.00421143	0.00031614	0.0073624	-0.0042114	0.029205	-0.0040741	0.011597	-0.098145	0.014442	9.7969	0	0	0	24.78623	120.9975	144.0833	0.1956787	0.07287598	144.0833	-23	7.25
13:10:53:85	827	26.4219	-0.76855	0.0015144	-0.0053101	-0.63965	79.5408	0.578754	-0.00055933	8.79E-05	0.0051193	-0.00055933	0.031342	0.0023479	0.0071831	-0.090698	0.013412	9.7969	0	0	0	24.78623	120.9975	144.0961	0.1982422	0.06524658	144.0961	-23	6.5
13:10:54:19	828	26.4219	-0.76904	0.0014229	-0.0052795	-0.63916	79.462	0.569498	-0.00667572	-0.000772	0.0083008	-0.0066757	0.040802	-0.0060043	-0.0017815	-0.095764	0.0033932	9.7891	0	0	0	24.78623	120.9975	144.1175	0.2054443	0.059021	144.1175	-23	6.25
13:10:54:52	829	26.4219	-0.76953	0.0013933	-0.0052338	-0.63867	79.3832	0.563442	-0.00639343	-0.00021255	0.0092316	-0.0063934	0.040588	-0.0056	0.0034714	-0.094482	0.0036068	9.7891	0	0	0	24.78623	120.9975	144.1061	0.2062988	0.0491333	144.1061	-24	6.5
13:10:54:86	830	26.4219	-0.77002	0.0013762	-0.0052185	-0.63818	79.3044	0.560984	-0.00448227	0.00011367	0.0066643	-0.0044823	0.042572	-0.0088501	0.0045433	-0.096619	0.0010691	9.7969	0	0	0	24.78623	120.9975	144.1177	0.2072754	0.04159546	144.1177	-23	6.25
13:10:55:20	831	26.4063	-0.77002	0.0013371	-0.005188	-0.6377	79.2613	0.555704	-0.00484848	-0.00060701	0.0076904	-0.0048485	0.04538	-0.0087891	0.0052299	-0.095154	-0.0015669	9.7969	0	0	0	24.78623	120.9975	144.1264	0.2105713	0.034729	144.1264	-23	6.75
13:10:55:54	832	26.4063	-0.771	0.0013227	-0.005085	-0.63721	79.1468	0.54558	-0.00683212	-0.00087976	0.0087662	-0.0068321	0.031982	-0.024689	0.012054	-0.11169	0.0074234	9.7969	0	0	0	24.78623	120.9975	144.1339	0.197876	0.02255249	144.1339	-24	6.75
13:10:55:87	833	26.4063	-0.771	0.0012655	-0.0050774	-0.63672	79.1037	0.540996	-0.00474167	-0.00061083	0.0083847	-0.0047417	0.030487	-0.011711	0.0086212	-0.098267	0.012062	9.7969	0	0	0	24.78623	120.9975	144.1428	0.2060547	0.01626587	144.1428	-23	6.25
13:10:56:21	834	26.4063	-0.77148	0.0011806	-0.0050316	-0.63672	79.0681	0.530639	-0.00130653	-5.69E-05	0.0058861	-0.0013065	0.023743	-0.010719	0.016785	-0.09668	0.019653	9.8047	0	0	0	24.78623	120.9975	144.1605	0.2098389	0.01027679	144.1605	-23	6.5
13:10:56:55	835	26.4063	-0.77148	0.0011482	-0.0049973	-0.63623	79.0249	0.525504	-0.00595474	-0.00043678	0.0079269	-0.0059547	0.025681	-0.010765	0.007534	-0.09552	0.01767	9.7969	0	0	0	24.78623	120.9975	144.1652	0.2119141	0.002090454	144.1652	-23	6.25
13:10:56:89	836	26.4063	-0.77197	0.0011177	-0.0049782	-0.63574	78.9461	0.521739	-0.00762558	-0.0005908	0.0098801	-0.0076256	0.025558	-0.0095139	0.01194	-0.093933	0.018234	9.7969	0	0	0	24.78623	120.9975	144.1785	0.2163086	-0.004737854	144.1785	-23	6.75
13:10:57:23	837	26.4063	-0.77197	0.0010204	-0.0049171	-0.63574	78.9461	0.509255	-0.00442886	-0.00028229	0.0083694	-0.0044289	0.017975	-0.012146	0.016205	-0.095703	0.025909	9.8047	0	0	0	24.78623	120.9975	144.1939	0.2174072	-0.01107788	144.1939	-23	6
13:10:57:57	838	26.4063	-0.77246	0.00099754	-0.0048828	-0.63525	78.8673	0.504701	-0.00261497	0.00092411	0.005825	-0.002615	0.050781	-0.023895	0.008049	-0.099792	-0.0086288	9.7969	0	0	0	24.78623	120.9975	144.1931	0.2185059	-0.01878357	144.1931	-23	6.5
13:10:57:91	839	26.4063	-0.77246	0.0010052	-0.0048561	-0.63477	78.8241	0.503149	-0.00695419	-0.00062799	0.0085754	-0.0069542	0.032654	-0.022964	0.0037231	-0.10223	0.0086823	9.7891	0	0	0	24.78623	120.9975	144.2015	0.2178955	-0.02435303	144.2015	-23	6.25
13:10:58:25	840	26.4219	-0.77295	0.0010214	-0.0048103	-0.63477	78.7886	0.500167	-0.00660324	-0.00065279	0.0097275	-0.0066032	0.025925	-0.011063	0.014114	-0.091614	0.016785	9.8047	0	0	0	24.78623	120.9975	144.1795	0.2126465	-0.03146362	144.1795	-23	6.5
13:10:58:58	841	26.4219	-0.77295	0.0010157	-0.0047836	-0.63428	78.7453	0.497639	-0.0031414	-0.00020039	0.0068207	-0.0031414	0.0289	-0.013329	0.01062	-0.092468	0.013191	9.7969	0	0	0	24.78623	120.9975	144.1999	0.21521	-0.03674316	144.1999	-23	6.5
13:10:58:92	842	26.4219	-0.77295	0.00098419	-0.0047798	-0.63428	78.7453	0.495013	-0.00245667	-5.42E-05	0.005825	-0.0024567	0.029526	-0.013824	0.016083	-0.092346	0.012924	9.8047	0	0	0	24.78623	120.9975	144.2217	0.2229004	-0.04214478	144.2217	-23	6.75
13:10:59:26	843	26.4219	-0.77344	0.00098133	-0.0047836	-0.63428	78.7098	0.495036	-0.00728989	-0.00049782	0.0090408	-0.0072899	0.046234	-0.010094	0.0019093	-0.085571	-0.0027828	9.7891	0	0	0	24.78623	120.9975	144.236	0.2246094	-0.04541016	144.236	-24	7
13:10:59:60	844	26.4219	-0.77344	0.00097418	-0.0047798	-0.63379	78.6666	0.49443	-0.00397491	-0.0001713	0.0069389	-0.0039749	0.029053	-0.019028	0.0017624	-0.097351	0.012375	9.7891	0	0	0	24.78623	120.9975	144.2573	0.2298584	-0.0506897	144.2573	-24	6.75
13:10:59:94	845	26.4219	-0.77344	0.00092173	-0.0047493	-0.63379	78.6665	0.487916	-0.00167084	0.0004704	0.0058365	-0.0016708	0.030182	-0.018326	0.011444	-0.095337	0.011948	9.7969	0	0	0	24.78623	120.9975	144.2606	0.2349854	-0.05596924	144.2606	-23	6.75
13:11:00:27	846	26.4375	-0.77344	0.00093794	-0.0046921	-0.63379	78.6665	0.484022	-0.00200272	4.45E-05	0.0062141	-0.0020027	0.022812	-0.023224	0.0061188	-0.10089	0.017166	9.7969	0	0	0	24.78623	120.9975	144.2589	0.2266846	-0.05899048	144.2589	-23	6.5
13:11:00:61	847	26.4375	-0.77393	0.00097466	-0.0046349	-0.6333	78.5877	0.481756	-0.00608826	-0.00086689	0.0087204	-0.0060883	0.042328	-0.024002	0.0022869	-0.097595	-0.0035744	9.7891	0	0	0	24.78623	120.9975	144.2688	0.2188721	-0.06292725	144.2688	-23	6.5
13:11:00:95	848	26.4375	-0.77393	0.00097561	-0.0046349	-0.6333	78.5877	0.481825	-0.00784302	-9.08E-05	0.009346	-0.007843	0.024887	-0.022827	0.0043755	-0.099976	0.013786	9.7891	0	0	0	24.78623	120.9975	144.268	0.2197266	-0.06939697	144.268	-23	7
13:11:01:29	849	26.4219	-0.77441	0.00098991	-0.0046005	-0.63281	78.509	0.479954	-0.00126457	0.0010128	0.0056534	-0.0012646	0.025208	-0.015793	0.012901	-0.092407	0.014366	9.8047	0	0	0	24.78623	120.9975	144.2484	0.213501	-0.07330322	144.2484	-23	6.75
13:11:01:62	850	26.4219	-0.77441	0.0010281	-0.0045662	-0.63281	78.509	0.479674	-0.00224686	0.00012279	0.0059853	-0.0022469	0.028519	-0.015266	0.0052223	-0.091125	0.010078	9.7969	0	0	0	24.78623	120.9975	144.2465	0.2081299	-0.0758667	144.2465	-23	6.5
13:11:01:96	851	26.4219	-0.77441	0.0010319	-0.0045815	-0.63232	78.4656	0.481544	-0.00509644	-0.00037026	0.0090866	-0.0050964	0.02977	-0.014099	0.012672	-0.090332	0.00914	9.8047	0	0	0	24.78623	120.9975	144.2394	0.2097168	-0.08074951	144.2394	-23	6.5
13:11:02:30	852	26.4219	-0.77441	0.0011082	-0.0045624	-0.63232	78.4656	0.485381	-0.00588989	-0.00082636	0.0083618	-0.0058899	0.036743	-0.013191	0.0050125	-0.088562	0.0010386	9.7969	0	0	0	24.78623	120.9975	144.2424	0.1982422	-0.078125	144.2424	-24	6.5
13:11:02:64	853	26.4219	-0.77441	0.0011454	-0.0045204	-0.63232	78.4656	0.484352	-0.00165462	-0.00027418	0.0051231	-0.0016546	0.022491	-0.02597	0.0070152	-0.10352	0.011452	9.7969	0	0	0	24.78623	120.9975	144.2555	0.192749	-0.07794189	144.2555	-23	6.75
13:11:02:98	854	26.4219	-0.7749	0.0011282	-0.004528	-0.63232	78.4302	0.483673	-0.00576782	-6.24E-05	0.0077782	-0.0057678	0.032776	-0.017761	0.0087662	-0.093567	0.0033474	9.7969	0	0	0	24.78623	120.9975	144.2722	0.1958008	-0.08117676	144.2722	-23	6.75
13:11:03:32	855	26.4375	-0.7749	0.0011253	-0.0044937	-0.63232	78.4302	0.480418	-0.00688934	-0.00026321	0.0092392	-0.0068893	0.032257	-0.016159	0.012245	-0.091736	0.0038147	9.8047	0	0	0	24.78623	120.9975	144.2751	0.1936035	-0.08135986	144.2751	-23	6.75
13:11:03:65	856	26.4375	-0.7749	0.0011702	-0.004509	-0.63232	78.4302	0.485019	-0.00614929	-0.00067759	0.007618	-0.0061493	0.032227	-0.014893	-0.0031929	-0.090942	0.0034523	9.7891	0	0	0	24.78623	120.9975	144.2762	0.1939697	-0.08294678	144.2762	-23	6.75
13:11:03:99	857	26.4375	-0.7749	0.0011196	-0.0044708	-0.63232	78.4302	0.477972	-0.00382614	-0.00035715	0.0071373	-0.0038261	0.030914	-0.0099487	0.0041389	-0.085205	0.006073	9.7891	0	0	0	24.78623	120.9975	144.2822	0.1986084	-0.08624268	144.2822	-23	6.75
13:11:04:33	858	26.4063	-0.7749	0.0011435	-0.0044556	-0.63184	78.3868	0.478575	-0.00576782	-0.00018275	0.0085526	-0.0057678	0.015198	-0.026825	0.011009	-0.10516	0.017593	9.7969	0	0	0	24.78623	120.9975	144.2917	0.1953125	-0.08654785	144.2917	-23	7
13:11:04:67	859	26.4063	-0.7749	0.0011797	-0.0044479	-0.63184	78.3868	0.480522	-0.00749588	-0.001297	0.0097961	-0.0074959	0.031891	-0.022797	0.011597	-0.098267	0.0012484	9.7969	0	0	0	24.78623	120.9975	144.3051	0.1938477	-0.08776855	144.3051	-23	6.75
13:11:05:00	860	26.4063	-0.7749	0.0012321	-0.0044174	-0.63184	78.3868	0.481611	-0.00185776	-0.00021422	0.0052147	-0.0018578	0.027634	-0.023193	0.0023994	-0.099182	0.0042381	9.7891	0	0	0	24.78623	120.9975	144.3107	0.1881104	-0.08581543	144.3107	-23	6.25
13:11:05:34	861	26.3906	-0.7749	0.0012312	-0.0043793	-0.63184	78.3867	0.478153	-0.00400543	-0.00019372	0.0066833	-0.0040054	0.018112	-0.010201	0.0073814	-0.087952	0.015747	9.7969	0	0	0	24.78623	120.9975	144.3302	0.1864014	-0.08679199	144.3302	-23	6.75
