altitude,north,east
19,2.314035394871542,2.7577599952283207
45,2.2852311854594936,1.7854182784444086
100,3.3417276342649744,2.7060776815143015
133,3.7535868972222763,2.8285306088146274
209,3.8849694085792787,2.06567487625792
392,3.0147000102205825,1.3422309221501405
730,0.17143346014042246,-0.10300761498201089
737,0.17143346014042246,-0.10300761498201089
1229,-0.44052427373488623,0.5440021730198795
1291,-0.06975647374412522,0.9975640502598243
1373,-0.8910065241883678,0.45399049973954697
1477,-1.6834557168606696,-0.23659427163211125
1568,-1.185226008714165,0.18772135804827733
2641,-0.32785542659738853,4.688551036221175
2787,-1.6482112207887285,3.5346003694429347
3145,-2.2256609097794597,3.56180200385699
3698,-1.0395584540887972,4.890738003669028
4008,-1.111348337068352,6.302769619278132
4307,1.6692610796377079,6.695040511304376
4830,-3.0867759150652607,7.27198834227428
4997,-3.684553113872163,6.647109774259406
5291,-4.027386408172355,6.445165530788839
5354,-3.6360721518475296,6.5596478035454675
5477,-3.286300939501233,6.18063315001249
5668,-4.242398223931159,5.055893324585256
5889,-3.3141306480986903,6.504347626575086
6255,-1.0939835193016587,6.2042888439769115
6346,0.08726203218641748,4.999238475781956
6790,-1.641696687963211,4.51052457977236
7197,-3.019641678742034,4.476802891797225
7433,-2.832042786498029,3.62484946659092
7621,-2.236771613882988,3.3161502902201665
7737,-1.6108083516884213,3.9868905746371857
7993,-2.165063509461096,1.250000000000001
8160,-2.9441746679789746,3.2698372321005365
8571,-3.39148329109251,5.427507815401128
8809,-5.132497768897151,4.306676984899815
8910,-4.751081856876151,3.3267433308360697
8956,-4.52882106690529,2.941050789081146
9324,-5.821937767704231,4.885185833617701
9330,-5.821937767704231,4.885185833617701
9437,-5.388744221607772,3.6347538725598527
9486,-5.057287074142462,3.0387246419693215
9661,-4.633233925779512,2.3607505986456445
9757,-6.278517870878944,1.6823237931663844
9994,-7.407662554463533,-1.1732584878017316
10222,-7.389858557183847,0.3872860761977884
10578,-7.795248450748947,-0.27221607427950756
11045,-10.76613099450917,-3.0871383851503906
11233,-12.688654386385808,-3.638413096784389
11715,-11.41468438799942,-5.5673135642212825
12123,-11.315782857192271,-5.765679346692243
12467,-13.885890956167533,-6.182396974752163
12550,-13.249665953081308,-4.822484020891928
12709,-11.25167104963187,-3.874261038040165
12948,-11.046058241429284,-4.688773541871285
13954,-10.306152474032555,-3.548692883583008
14229,-8.791185534255504,-4.099397138884784
14262,-9.11299804917916,-3.8682381720438106
14309,-10.242649566566403,-3.728019562249789
14368,-12.496402047198146,-3.5832856256209893
14782,-22.685776024144328,-6.50504159728118
15145,-27.77939186084008,-5.904692019224365
15286,-29.071664581276277,-8.888099823571197
15558,-23.255270281316403,-11.84915204320217
15898,-16.055380068064242,-11.242098152480503
16572,-8.528767376876594,-9.811224542896037
16743,-10.258326691232016,-8.307029161857853
16747,-10.258326691232016,-8.307029161857853
16924,-14.742223287611921,-5.956244835313001
16943,-15.113096829438636,-6.106087472679366
17330,-19.87649246030655,-12.907945129856142
17632,-11.23977735976201,-16.66365520835634
17858,-4.981192763194499,-14.466434206669547
18224,-9.933570763742795,-13.67238720493661
18507,-3.9675190878345497,-15.91284991092634
18722,-4.362613269725901,-12.669948913030845
18728,-4.362613269725901,-12.669948913030845
18787,-5.017151293634205,-13.070125970960824
19092,-9.064670118416954,-15.086144492357178
19259,-8.134732861516005,-18.270909152852017
19752,-1.7396637620008184,-12.378350859269629
19760,-1.7257464519048118,-12.279324052395474
20043,-3.995116397708012,-7.840857412857638
20086,-3.9043182977601023,-7.662656108019963
20786,-6.720575410015508,-15.832683479381974
21868,-1.3838508830365093e-15,-22.6
22244,-0.34032192552703017,-19.49703005554963
22626,4.075069140028083,-19.171692974382594
23128,-0.31065283458364806,-17.797288973783765
23973,1.937722560141843,-15.781483811097022
24535,5.087267662175617,-16.63970275375682
24940,0.33857668488329945,-19.39704528603399
25081,2.9878982822684086,-18.86484730536713
25306,5.993705494654593,-14.834941673068599
25662,-0.24607893076569873,-14.097852501705116
26038,-1.9986572318444187,-16.27775688691768
26603,-3.8879486182921017,-18.291360133722165
26710,-4.2413984926822925,-19.954211054969633
27033,-0.2390979681907853,-13.697913423642559
27528,-3.493244834097643,-24.85572852541342
27895,2.5051158172811765,-17.824825237348268
28073,1.5600877951830823,-17.831885095842242
28806,-0.9626393376689283,-13.766383893585575
29157,-0.7782587764657741,-22.286415442525836
29742,2.574702367761209,-18.319959271719053
30075,-4.590235764146967,-15.013984668619656
30515,-3.510885514928426,-18.061940175437016
31090,-0.6735602863582709,-19.288242961468548
