altitude,north,east
19,1.9000000000000017,3.290896534380866
67,2.3176713370952453,3.8572528531595047
152,3.0973127562956506,4.423421039160555
246,2.348277590247187,1.5249892980420758
274,2.4727469423673996,0.803444185374863
280,2.5954065790334613,0.7442208607058973
821,4.588794631195191,0.3208797792229762
885,4.890738003669028,1.0395584540887977
1003,4.349385447756856,1.497613510502921
1278,4.018854843394282,3.1398735241608566
1535,5.859952037833953,3.248224455650458
1635,6.394818203498206,2.8471565015306015
1842,5.022519540362261,-0.8856057061013444
2071,5.135979371094717,0.8134592182091999
2113,3.96029588778518,1.0611580849203353
2166,3.1185228346592875,1.5889667490884134
2252,3.66863298172712,3.5427576893408865
2265,3.820621037524485,3.9563689018625814
2410,4.384062043356596,4.384062043356594
2537,1.1981724259018194,6.795173495784236
3144,-1.8788368629608838,13.3686189280112
3330,-5.087267662175618,16.639702753756815
3940,-5.815948207738687,20.282621784298527
4600,-2.5086831184236718,23.86852548883856
4721,-0.4415458828632632,25.2961466874567
4782,0.45725304865682764,26.196009613097452
4822,0.9283266122865202,26.58379599870795
5117,7.479870403462845,27.915256379754073
5463,5.001067516807594,28.36246328675159
5707,3.303099439257846,31.426891893637443
5815,3.355363670891673,31.92415284132158
5846,3.376269363545203,32.123057220395225
5868,3.3971750561987344,32.321961599468885
5983,4.52312578120214,32.18371223410103
6385,3.9803506874578827,28.32166676600891
7294,5.600353848440271,35.35924259330593
7471,9.78512613150346,34.12479020581033
7514,10.613092881435357,34.71386264145818
7530,10.700804392852179,35.0007540682471
7856,15.079967449544274,30.918515192691338
8464,13.748061978363982,34.027647462601095
8600,11.11012477946401,36.339580726595344
9524,9.576304668793263,35.73925557269553
9581,10.01629704546755,37.38132947738695
10058,12.293426069438151,42.87227163884903
10688,14.67266414867118,40.31281343171547
10821,17.504754556319465,41.23861743466932
11051,16.21175479363669,44.54143022525206
11592,14.307486839560072,44.033916704465604
12273,8.64767924781313,49.043426100007956
12703,4.6018232170763556,52.59908005924416
12803,4.5320986228782285,51.80212430077077
13803,4.703780847044401,44.753485291572304
13936,6.02619527157085,42.87860737650999
14058,9.210487903226758,43.331938712507586
14193,11.439801793531412,42.69392152197682
14470,14.585602134497526,44.88986756913125
14936,7.712219126483389,48.693035191340286
15460,2.3289500528110216,44.439014296578534
15562,3.7041190667754758,42.33827466889919
15846,9.343367528200995,34.86992232903537
16365,11.362328590554766,32.998598288416154
16481,9.75756239592176,34.02866403621649
16950,10.583855710963084,34.61823216586188
16988,8.830149189387875,35.41579400907387
17125,3.574873443753745,34.01264882159495
17812,-5.0728532840093985,18.93214619526574
17885,-4.23363317299418,16.98017520982994
18062,0.22688128368468546,12.998020037033086
18337,5.782820701641253,13.623471831096117
18509,5.599772256663094,16.26291950030825
18585,3.320076519551876,17.080312991989352
18655,1.7665310292233416,16.80742003172382
18687,1.7665310292233416,16.80742003172382
19070,5.3316723291119255,19.89807202155481
19294,3.343285761672274e-15,18.2
19439,2.237012850075304,14.12394327051047
19498,2.29215594520348,12.999462339761145
19623,-1.2438887128850706,11.834810554882454
19685,-2.0490484964697737,11.620731485544056
19903,0.42926380944075937,12.29250717233488
20125,-2.069549699963557,8.964204596024164
20378,3.5996106142446207,4.289848881466276
20459,3.37016412965147,4.472358856264839
20633,-1.0494494745709981,5.3989495089621515
20712,-3.249801125021059,4.312631754255383
20792,-4.097655918754954,3.201439671693423
20809,-4.095760221444958,2.8678821817552325
21214,-2.229434476432183,2.0073918190765743
21319,-1.4344571339445529,0.4385575570841057
21736,-6.451549985668594,0.792150732133457
21992,-4.030508652763321,-4.030508652763321
22007,-3.8809575168813777,-4.310239987768886
22222,-2.4240481012316857,-4.373098535696979
22498,-1.2674411714135339,-10.322479977069749
22657,0.12216684506098434,-6.998933866094739
22841,-1.250339611165676,-2.9456155310478094
23017,-2.777659078576638,-4.277219896521663
23864,-1.6422425913287726,-11.685163211150531
23888,-1.656159901424779,-11.784190018024688
24197,1.1080017106371276,-10.541932090903696
24398,-0.8279795561027523,-9.463849631871582
25518,4.720043077040492,-11.682516567541521
25786,5.150380749100543,-8.571673007021124
26043,3.859306502340124,-12.62322277871207
26071,3.6659768323660877,-12.784780555979642
26372,5.104830283524311,-7.290453194172026
26482,4.532335059208478,-7.543072246178589
26944,1.841941739753241,-6.024719962567124
28384,-3.995116397708012,-7.840857412857638
28620,-2.657546151624548,-8.17908604013832
28912,-2.935661446562001,-9.035036904803958
29173,0.7742968585597911,-11.072960957884048
29250,0.36644471537626006,-10.493603683700506
29359,-1.1289074032906574,-10.740836469977353
29703,1.377813699504647,-9.803653880541546
30092,-2.175222547292612,-11.19054989130337
30825,2.9107636714486307,-13.69406641027328
31053,2.9693539173390184,-12.861684855165105
31563,4.588611490808369,-6.5532163543119335
32187,1.6700772115207843,-11.883216824898845
