altitude,north,east
19,4.3,-5.265981236333618e-16
85,6.0916401620029,0.31924933308195574
552,4.125986671312233,2.9977047866916124
777,2.8007412794916053,1.0751038486359012
1241,0.5916655664369788,1.26883090185131
1369,-0.09271838545667874,0.037460659341591235
1514,-0.06100901992336069,-0.6973362886642218
2505,4.010405163008603,0.852437932352814
2875,5.096893217797388,0.1779874331827546
3167,4.189769011091262,0.29297718972532616
3185,4.097502390778292,0.14308793648025367
3477,2.053876938293844,-0.7884094889996606
3663,0.3064177772475912,0.2571150438746157
3894,-0.7501981960687485,0.8044890717810874
4956,0.5398825304252766,2.3384881554845642
5067,1.3544552457164478,1.7336236579347888
5143,1.3239930509345064,1.7569981221040443
5163,1.3239930509345064,1.7569981221040443
5195,1.4106846055019358,1.9416407864998735
5541,0.0453762567369371,2.5996040074066173
5908,-2.462645901302634,3.152043014426887
6297,-1.2275970481124976,1.3164366629145066
7311,0.18317584685030508,3.4952033716410082
7408,1.6603975877314987,4.822144735556516
7559,2.4725290632563177,4.4605605064109195
7642,3.740566961760986,3.6122235263867863
7768,5.959822514817577,1.7089516060653938
7812,6.380576692409816,1.2402584699475407
7835,6.617511881987423,1.0481109157695458
8001,7.853017467581312,1.5264719630123578
8200,4.635919272833937,1.87303296707956
8640,2.1201202403910653,1.324798160583012
9146,1.790139411662892,-0.18815123388177674
9539,-0.6882917236212552,0.9829824531467901
9775,0.6988114217768058,2.6079997309804845
10538,-2.1250368178359507,0.5694018992255455
10661,-0.8221909118783408,-0.3660629787682202
10672,-0.8089146416692503,-0.3945340321101697
10828,-0.6888950435031661,1.1024625250033542
10955,-1.7612081926853906,1.1437419735315566
11012,-3.5912305809353673,0.2511233054788523
11058,-4.740904034856661,-0.7508854321931081
11085,-4.871850323926176,-1.124755271719325
11204,-4.476372742448745,-1.9930095510714212
11231,-4.694574752607446,-1.9927287552952961
11401,-6.714841053312065,-4.878617594027528
11421,-6.70853828439726,-5.055246194477205
11557,-6.614775150020122,-4.133370261018998
12060,-7.22178027782458,-9.583626120567514
12138,-7.992368966332936,-9.86975371050353
12300,-9.248036941337954,-7.488912653493065
12557,-9.512253766110646,-8.564871761393386
13729,-7.638381632699982,-8.191161458134708
13818,-8.471851010442295,-7.628088912490984
14374,-9.9484508706605,-6.710314841648962
14573,-10.346186773108396,-6.465015023645099
15194,-18.06576033061326,-8.811260050460456
15431,-15.481973637061945,-10.84059464703477
16074,-16.04127754755192,-15.490881661235639
16494,-16.880198402153635,-17.47995714822922
16739,-12.517752481562606,-16.61161860898369
16916,-10.960180908026638,-16.24913642207882
17509,-8.65263965848891,-14.400410651795488
17786,-6.368312088070503,-15.762125527635387
18249,-9.147588351911136,-12.13925975271885
18527,-3.917780843284673,-12.814483729904675
18798,-5.575310632832877,-10.05812663210305
18871,-6.309340799861507,-9.01067248717891
18958,-8.003920153684188,-9.207456878717817
19006,-8.870469013674244,-10.571413315041896
19300,-2.5342383336517407,-16.00055111764123
19549,-6.673660346171338,-13.097795905569006
19685,-6.087958551196905,-16.72652864998917
19917,-2.031927274016956,-14.457913803626926
20096,0.2199003211097718,-12.59808095897053
20387,-6.368163355566237e-16,-10.4
20695,0.4343884368164339,-8.288625138462963
20818,-1.1333848936678717,-9.230679210264295
20924,-3.0871383851503906,-10.76613099450917
21118,-0.5583919472400173,-15.990253232305532
21254,2.2682997430833467,-14.321480938629497
21498,-2.723643149712649,-12.813733569612852
22699,-0.7189296320715223,-20.587451036593375
23479,0.33857668488329945,-19.39704528603399
