altitude,north,east
19,1.6000000000000014,2.771281292110203
68,1.5657401297180904,2.321305203154117
110,1.8547174248162175,2.9681683365474907
259,1.5762125527635387,0.6368312088070505
758,2.393312618976345,1.0159009340721112
1034,2.6934229357015256,-0.18834247910913893
1497,3.1300723223481786,-0.6653174106168298
1631,3.4102952267483233,0.7873286902035275
1832,5.037210537035202,0.7978157717051767
2448,3.9125904029352223,0.831646763271038
2857,2.0377158666014847,1.771359378274369
3105,2.935346987808984,-1.9062366225525955
3147,2.749635854266358,-2.475783243527776
3536,1.089577199374912,-2.138415658052083
4043,0.15309041105607243,1.0892948756157275
4855,2.3395996986905936,2.0337829898705717
5588,0.8450488130146037,-1.5893056671460684
5626,0.5694313003061203,-1.2789636406996412
5643,0.5287576359985403,-1.1876090949353812
5757,1.6086933305498536,-1.3498539803417329
5888,3.1297165017382973,-1.3284858368635308
5955,3.325701842494939,-0.7068997487803816
6501,2.253723288225215,1.825029134044529
6718,0.22574263096700944,1.2802500789158704
7502,0.0,-0.0
7625,0.8290375725550416,-0.5591929034707469
7932,-1.0506577808748212,-3.233592155403522
7973,-2.182394752199995,-2.3403318451813457
8243,-1.6850820648257354,-2.2361794281324197
8361,-1.3979822586768669,-2.0725939313876043
9111,0.9073198972333387,-5.728592375451799
9266,-2.0397164330457938,-7.11333654994356
9397,-1.3946965369319626,-6.041094401668459
9487,-0.8628732259524059,-6.139662026197737
9755,-1.766029837877574,-7.083158801814774
9914,-0.29664572197125916,-8.494822029662314
10043,-0.5547611361752061,-10.585473068398482
10316,-1.2430673027325043,-10.123970746741483
11035,-0.793117259003689,-9.065371752634885
11359,-1.9795892254030067,-11.226808384339172
11809,-3.693540567947789,-12.880906725573473
12119,-4.051869130509887,-14.130546930293287
12223,-4.1896878084183875,-14.611177778262446
12418,-4.503451384783861,-16.807109377429786
12529,-5.17497917359244,-16.926594180545727
12667,-7.111306538504781,-16.753188332834416
13016,-6.413692642805988,-18.62671593930654
13800,-11.631212392191534,-17.24398150914487
13874,-12.698296988508222,-16.85120926199788
14297,-11.80906252182913,-13.584772444009896
14337,-12.202697939223436,-14.03759819214356
14523,-16.852977748617516,-14.141327413103863
14624,-17.686846846361984,-15.925308431340827
15089,-19.374725804511403,-19.3747258045114
15570,-16.66595447145983,-25.663319379129977
15705,-15.314666736339621,-24.50858997892071
15843,-10.565456543517486,-22.657694675916247
15911,-9.37754708374257,-22.092116482858568
16353,-7.86069966837701,-16.85732483888169
16698,-9.88873103827304,-16.457612173480555
16702,-9.88873103827304,-16.457612173480555
17294,-3.9470180137569466,-12.910114205500978
17447,-5.029157314714324,-10.785062665736135
17721,-11.026199714982054,-7.437265616160934
17845,-13.813481525552854,-5.02769610688733
18273,-11.776698671915906,-13.07934892840214
18497,-14.118655794171909,-15.68035581757302
18672,-8.855097165139364,-18.155639735243174
18786,-4.3865455597053655,-19.000216263312087
18925,0.6526205883367678,-18.68860846525709
19153,-2.1989349951690342,-15.646235486116812
19186,-3.0529439260247186,-15.706034935162624
19573,0.842608895511396,-16.07793550954864
19949,-6.285991651538841,-20.560552253205262
20278,0.9420472123729892,-17.975331625582328
20800,-1.6183501908637055,-23.14348596602792
20809,-1.2141941848363,-23.168205206306112
21237,5.350402196426081,-17.500377034123552
21633,-5.209090471314508,-15.128297209589068
21851,-2.5873578472372634,-14.6736355198819
21963,-4.492840531508763,-13.048156343270572
22101,-6.9460546460150665,-13.632399820082028
22279,-4.768526255634086,-16.629827339732916
22933,-5.0564383774784405,-26.013120361363097
23398,-4.184921081773023,-23.733866847594214
23697,-2.8327213545534087,-26.95154336448021
23995,-0.42409347642599143,-24.296298992300308
24400,7.249262457987076,-25.281182603177786
24478,7.6601386637357,-25.05518460623153
24877,1.388153827508094,-19.8515246001705
25055,3.472963553338606,-19.69615506024416
25145,1.4021051222569192,-20.051037410222467
25395,-3.9418136330393203,-22.35513599337712
25949,5.49658804878745,-17.97852941210507
26378,7.032272136274584,-20.423201232945246
26590,7.456039124499578,-20.485299133132806
27427,9.086292627425035,-19.485617421287976
27547,8.027442069814725,-20.91220155353732
28257,-2.7417100889132895,-19.508280954208935
28535,-1.4788372433754549,-21.148357865508274
28749,-3.1951264690715195,-18.120462655424625
