altitude,north,east
19,1.1258330249197703,-0.6499999999999999
107,0.9708203932499367,-0.7053423027509679
686,-1.6341448830951422,-0.46858350488889855
798,-0.8426488874308758,-0.7070663706551933
1534,-0.9850583605210533,-1.2608172057707554
2084,-1.78941729110639,-2.652920232176134
3144,-1.9479542857627423,-4.821356043747294
3180,-2.0708749809931506,-4.878675723297934
3190,-2.1963778726093213,-4.933145471270045
3410,-2.1490212066910055,-5.062776693988422
3895,-2.4511859180960567,-5.256585164812569
3932,-2.4548784220188336,-5.033246659275335
4040,-2.1130913087034973,-4.531538935183249
4283,-1.7365153416470946,-6.055948684411409
4547,-1.7902220274375409,-7.180188374442374
4971,-0.9463770865284451,-6.7338228674426786
4983,-0.9463770865284451,-6.7338228674426786
5142,-2.1813066348629504,-6.334974456515423
5577,-2.873804179836756,-6.162892951849219
5893,-1.4501483648617413,-7.460366594202246
5906,-1.4692292643993958,-7.558529312547013
5938,-1.507391063474705,-7.754854749236546
5993,-1.1133848076805237,-7.922144549932563
6211,-1.6646378021446004,-7.2103384794107415
6434,-2.8064828372230215,-6.303463657733946
6743,-1.1247552717193245,-4.871850323926176
6819,-0.9148114395981417,-4.303849443228745
7061,-3.93816119035957,-5.420413862312148
7102,-4.186498032214477,-5.35847312452571
7427,-2.886659727558232,-3.3207221529801974
7631,-3.3459010478515867,-3.849018859136137
7712,-3.947870577517264,-4.384554470316626
8194,-2.747018701314546,-5.891000615738225
8435,-4.097655918754954,-3.2014396716934233
8908,-5.936336673094981,-3.7094348496324345
9092,-4.659081833977264,-2.074356879686581
9276,-4.289525416117244,0.29995283709974024
9538,-4.1451878627752095,2.795964517353733
9750,-1.8354445963233474,2.621286541724774
10414,0.2699412652126383,1.1692440777422821
11028,1.0665811645419412,1.9241633557066713
11320,-0.09205048534524404,-0.03907311284892738
11735,-0.30901699437494745,-0.9510565162951535
12518,-0.20229377385796318,-2.89293574575349
13522,-2.521010025280953,-4.548022477124858
13755,-3.4528310416255255,-3.3343601782031866
14336,-4.206847762905727,-11.558219235666673
14421,-3.610849361202689,-12.592528216791978
14498,-3.435290917515281,-13.77819931311915
14594,-3.507867486195181,-14.06928803100195
14819,-3.4417511314611335,-14.9078619912141
15381,-5.469544994880234,-15.884712070068522
16442,-6.40126604632761,-12.563191991055985
16739,-6.899972231456588,-22.56879224072764
16743,-6.56016906844458,-22.87802836333199
17395,-2.7417100889132895,-19.508280954208935
17603,-3.410271337877034,-21.531605824974005
18007,5.612587977912292,-22.510860849603116
18430,-5.469256263872315,-13.536884276675096
18468,-6.673660346171338,-13.097795905569006
18538,-8.319732448461316,-13.314355109655887
18823,-11.434485439888919,-15.174074690898564
19179,-11.764203156324585,-18.11528426762116
19212,-11.446256107437227,-18.3178388769788
19410,-6.870735060984314,-22.473161765131334
19946,4.935206670233223,-19.794032816030327
20333,-2.2667697873357433,-18.46135842052859
20419,-1.9964936484121811,-18.99536820153402
20839,-3.8255751110467737,-17.997915853502022
20982,-2.144900443930596,-17.46881226888727
21540,-2.502951440643695,-15.803013449522204
22148,-6.343112706951817,-16.52437354900047
22976,4.669092585073589,-18.726707517126734
23329,1.6574230703100041,-13.49862766232198
23534,2.2897079445185375,-11.779526201371969
23790,-6.290771168677307,-14.820128140584291
24028,-7.032272136274586,-20.423201232945242
24204,-4.4840113913488056,-23.0682388110201
24264,-4.541254089961769,-23.362726966054403
24964,-2.174192035967192,-20.686055423660086
25415,-7.451194384469765,-29.885108369300692
25560,-4.564877711490147,-32.48079265472351
25854,1.7160092541054832,-24.540075636391677
25930,2.022013231745671,-23.111716995728496
26643,2.0394443802952025,-23.310955935346843
26900,2.029913385954047,-29.029113862560887
27280,7.475386574029734,-29.98213794192829
27383,9.355894551127573,-30.601752190817137
28054,10.563110162682545,-19.866320839325855
28085,10.123988144191891,-19.869445489400604
28635,3.779177712976933,-16.369417088391952
29350,2.991849022773405,-12.959121861643629
29561,0.8321417042628071,-15.878209602597725
30148,-6.812260720039767,-22.281900813938726
30380,-3.562831384577676,-25.350862559784204
30556,-8.464772015886076,-24.583482965582235
31104,-10.966059256086192,-28.567561050814376
31220,-9.539146925594693,-27.70369426505998
31522,-11.283907588476675,-24.198417913878554
32165,-9.246135586583252,-26.852727547020592
