altitude,north,east
19,1.4500000000000013,2.5114736709748713
25,1.2465121550819638,1.4339482024232668
89,2.265553407779416,2.797725461245094
110,2.44259291680885,2.910968883852116
204,1.9505106211597798,1.218814307736371
777,2.3475542417611335,0.4989880579626228
823,2.3179596364169686,0.93651648353978
1513,3.092448555805455,-0.21624506860678913
1966,0.7823595300976628,1.0382261630614806
2470,4.6025242672622015,-1.953655642446369
2628,4.364789504399989,-4.6806636903626915
3095,8.682297966423977,-3.332821930771292
3157,8.404618210311927,-3.7419771162973636
3159,8.338031640737178,-3.888088008014435
3280,7.357133772226201,-6.624393002952698
3497,8.056456913486047,-5.034233010215447
4788,6.060120253079212,-10.932746339242447
5196,6.043441142892001,-12.960201354624097
5253,6.182396974752164,-13.885890956167533
5388,4.685675963561661,-12.873788904766945
5501,5.1576508960584135,-12.150664065572212
5606,6.083472696509926,-11.93948742412413
5731,6.549999999999997,-11.344932789576147
5830,6.753524034186336,-10.399515042523257
5877,6.62399080291506,-10.600601201955326
5935,6.447967949276283,-11.632442104953965
6188,6.7070785458728865,-13.751548908377254
6211,6.750915660551794,-13.841428313007171
6240,6.663241431193978,-13.661669503747337
6320,5.287576359985404,-11.876090949353811
6351,5.124881702755083,-11.510672766296771
6510,4.0518691305098855,-14.130546930293287
6585,3.035510685939286,-14.280954970713562
6742,5.747608359673511,-12.32578590369844
6911,3.571702822414788,-13.329776402789143
7251,5.821447378545048,-10.948550151450693
7307,5.287576359985404,-11.876090949353811
7341,4.9822676924316305,-12.331545265738274
7605,5.172779532111115,-10.60576974633017
7792,4.553874159023142,-8.56459165073159
8000,4.62943179762773,-7.128699827536104
8101,5.971916310658885,-7.643704309985203
8272,6.363772581207919,-7.320682928160889
8304,5.970137163813615,-6.867857180027226
8459,3.1649221407631174,-7.456089312964766
8505,3.465469746273734,-7.43172385370053
8808,4.662875768741825,-3.7759223462990246
9329,6.461688179575119,-5.048424097670399
9434,5.870844121271413,-5.286131790234982
9710,6.384723862117589,-3.539110227798261
9750,5.969743712062065,-3.041736348254964
9927,5.6,-6.858022075225178e-16
10227,4.418423296571714,-1.875509416748514
10400,5.296771383201207,0.18496733252325476
10829,4.237416059799883,4.387972782065772
10977,5.584850893648514,4.854836814529753
11222,5.476516710683639,7.267583141430364
11932,4.063603736288448,9.573250475905379
12083,3.0114285586441922,9.849938986419264
12130,3.1519733426244647,9.700776466210565
12165,3.2446784409369496,9.986093421099111
12180,3.0699028995887394,10.041199937611871
12252,1.8233058655027685,10.340481406628184
12331,-0.5285931580537339,10.086158301021195
12383,-1.3917310096006545,9.902680687415703
12456,-0.8366951303775158,9.563469101680758
12501,-0.3385251180142624,9.694091022085228
12586,-0.8802730017513446,10.06156645072663
12706,-2.6045452356572505,7.564148604794536
12846,-3.2967054176750934,5.94741400854789
12946,-4.187107985362636,5.97980992330964
13002,-4.242398223931159,5.055893324585256
13110,-4.193352839727121,2.723195175075135
13565,-0.4996954135095479,-0.017449748351250485
13579,-0.4567727288213005,0.20336832153790008
14119,-4.206888370749727,-3.0564833119208603
14259,-6.466493065929325,-4.361704647071826
14803,-7.370111179653169,-3.5946434036704344
15303,-13.352178321910566,-9.34929591252205
15625,-12.341522105981555,-14.708053307884377
16091,-8.15370333027684,-16.71756926116451
16680,-6.9460546460150665,-13.632399820082028
16686,-6.9460546460150665,-13.632399820082028
17110,-8.85865488845293,-14.743277572076332
17752,-8.826185154744865,-19.823936430844437
18075,-9.339863584469459,-20.029402093509965
18429,-4.927507072380899,-23.18209813739119
18584,-1.4858128907498676,-21.248114270534256
18690,0.3438124068144845,-19.69699959458091
18789,-1.1940306291686695e-15,-19.5
19244,-6.919254415182546e-16,-11.3
19329,-1.3638963894086416,-9.70462707366739
19399,-2.6917180690662157,-10.045628593406311
19405,-2.7175999735764678,-10.142221176035218
19584,-0.8091750954318527,-11.57174298301396
19713,-3.744033776257303,-10.873463619392142
19783,-4.805992880418067,-11.322209697465016
20189,1.0990550811018207,-20.97122022984605
20827,3.3473782221659256,-15.748176371814273
21142,5.882746465201501,-16.162713077517623
21563,6.946054646015065,-13.63239982008203
21880,4.264434522374273,-13.124579924873121
22294,3.6384545893107885,-17.1175830128416
23350,-6.11853648862396,-18.83091902264404
23657,-7.3385297885406935,-24.00324937467219
24002,-9.14040087934825,-22.623286051429613
24201,-7.5206243679603215,-21.84147909634422
24609,-12.412417605332307,-20.657731946920908
25119,-10.901051868403039,-26.981050167893514
25279,-6.091812540960352,-28.659724701500505
25484,1.512509135421077,-28.86039355440718
25922,5.399894569156218,-27.78004929156889
26599,8.815851558814387,-22.966078491831166
26694,10.080863115023263,-23.74902521907296
27204,5.848727412940491,-25.333621684416116
28408,3.2051637315553756,-26.103963788166773
28425,3.2051637315553756,-26.103963788166773
28954,9.761679433819207,-21.92509098342242
28973,9.721005769511626,-21.83373643765816
29296,3.968827103832132,-20.41784541571141
29566,-2.5609473500575097,-24.365786436522697
29621,-2.665475813325163,-25.36030833189097
29965,2.519135964750451,-23.967977678375387
30464,-8.82962548262665,-28.88040363008367
30917,-6.2657770960313925,-25.130659310548307
31064,-4.114226430558073,-25.976203357652125
