altitude,north,east
19,0.10260604299770056,0.2819077862357725
21,0.15746573804070566,0.6820590453496645
69,-0.052335956242943946,0.9986295347545738
310,-1.738666487320323,-0.46587428118453733
407,-2.475670171853926,-0.3479327524001636
710,-2.9108871788279895,-0.7257656867990032
711,-2.9231101943557056,-0.674853163031595
1452,0.3885729807284854,0.3146601955249188
1620,1.4765773267682445,1.1957087429946913
1694,2.4031542398457972,0.6890933895424975
1796,2.241051149006041,0.5173874249908894
2512,4.951340343707852,0.6958655048003276
2623,5.4513586916452565,3.540153727597676
3110,5.85153186347934,3.6564429232091133
3656,6.801589425058287,6.342584748581236
3764,6.545992183081725,6.3213911711768755
3938,6.085887834984997,3.6567703318613844
4966,2.620233222792335,5.6191082796272305
5117,4.152523659749133,5.510585019326321
5166,3.8388543854040105,4.74059036488752
5209,3.49052713428188,4.632085958274298
5326,3.5946176310991778,5.535225748439799
5749,2.9493197072418877,10.285500146540013
5766,3.099140070061013,10.136830413208173
5852,3.782650780604941,8.49597275607619
6375,4.3160388020319065,4.167950222753984
6563,2.3053136580867157,5.430978635369398
6609,2.542552651376651,5.213005468535167
6897,5.438915546144743,4.5637920287744285
7023,3.556173905376488,5.078742674591748
7097,2.213863450308665,6.429526314075354
7116,2.0466019330591596,6.694133291741247
7176,2.1940206600621277,6.75250126569559
7266,2.8168293767153445,5.297685557153562
7321,1.6603975877314987,4.822144735556516
7375,1.3781867790849944,4.806308479691595
7492,3.376762017093167,5.199757521261629
7590,2.814741098385191,5.5242404499678806
7797,1.1128407197584718,4.463360340869583
7940,4.178119462962506,4.979288880273357
8025,5.6603218516707905,4.920442717428803
8084,6.553216354311934,4.588611490808369
8207,8.108159370114148,4.131313547629874
8238,8.197260022532983,4.176712597603829
8565,5.395048502539883,5.20993777844248
8700,3.5504590703624737,5.681922244248054
8760,3.3141306480986925,6.504347626575084
8827,3.541125897968466,6.9498508886692685
9023,4.393249669009952,5.830039223345238
9659,7.6,-9.307315673519883e-16
9733,7.295553037239399,-0.2547663259282583
10150,8.964204596024162,-2.06954969996356
10427,5.1,-6.245698675651501e-16
10547,3.950753362380551,0.6257378601609229
11025,1.2046021714914796,3.4984187297174727
11161,2.113186824623762,1.8369652811734196
11258,1.2715918809539473,0.2702851980630874
11268,1.1883216824898843,0.16700772115207863
11882,-0.5557266963671978,-0.5754718402709209
12269,-0.6237350724532784,-2.9344428022014166
12529,0.5605989796636779,-4.565712297550081
12647,0.09075251347387409,-5.199208014813235
13034,-1.192240588022484,-5.164161343361747
13045,-1.192240588022484,-5.164161343361747
13706,0.7677768634524283,-6.253040755340329
13813,1.34970632606319,-5.846220388711411
14171,-1.4333142502483958,-4.998560818879258
14350,-1.4396867478007356,-6.235968414625506
14754,-3.605266524370379,-6.000171104914786
15239,-1.5746573804070545,-6.820590453496647
15264,-1.4761730048060921,-6.94484796521002
15702,-0.7394186216877274,-10.574178932754137
16408,-4.698804212481364,-22.106135776584008
16710,-1.4032074582372962,-16.038734639277106
16715,-1.4032074582372962,-16.038734639277106
16910,-4.418943019561749,-13.600108183020696
16921,-4.388041320124254,-13.50500253139118
17503,-5.222387204936611,-16.07285512538809
17787,1.3532755906360312,-19.352742575040587
17849,0.968215190494461,-18.474646392959617
18202,-5.900040040188033,-13.899623287131849
18771,-3.420869100038529,-19.400712734340498
18869,-2.1950977286207225,-20.88495980273374
19108,-1.1252230592232952,-21.470534997223336
19344,5.8435119433203795,-20.37874795389236
19878,4.669092585073589,-18.726707517126734
20071,3.9765432685727036,-22.552097543979563
20490,3.8466630292800925,-16.661728107827525
20723,-4.420357802307762,-10.940769483888092
20796,-4.035837691242892,-11.088372925273719
20966,0.42228391010026156,-12.092629006931059
21095,-2.213384346367921,-11.386875327992902
21206,-5.8683945348236355,-11.036844910736585
21417,-4.0375771035993235,-15.068442890109464
21527,-6.548459953520384,-14.708081868045875
21691,-10.496448785224144,-14.99048241048855
22808,-3.5585848274303067,-28.9823476279266
23136,0.9527562599782761,-27.283369577621315
23970,3.047890911025431,-21.686870705440388
24163,4.813952562958711,-20.851519386404032
24400,-1.1266750552155648e-15,-18.4
24470,-1.3114217063895544,-18.754204144884696
24884,-1.1566246329690617,-22.069712718076083
25375,-5.3988253042527585,-23.384881554845645
25699,-8.065343553186128,-24.822575075303508
26031,-3.5071621441936496,-24.954755332287572
26572,-5.418975468693875,-27.878212009913657
26626,-5.967065526469696,-28.07283614106022
27372,4.549582254873574,-25.801963128919848
27600,8.421646814314556,-21.939140022684242
28046,8.054041758442109,-19.93445287318593
28077,7.669074120269425,-19.978621127040117
28775,4.903791181177201,-25.227818614604963
29365,-0.7536377698983932,-14.380265300465863
29778,-1.4032074582372962,-16.038734639277106
