altitude,north,east
19,1.221296458404425,1.455484441926058
55,-0.3380946093925597,0.72504622962932
371,-3.5649650474696535,-0.5010231634562355
745,-4.107753876587688,-1.5768189779993214
1462,-3.9701846065652884,0.4874773736205889
1482,-4.069439221729421,0.49966430796110356
1586,-3.990256201039297,-0.2790258949765012
1986,-2.1436141425275177,-0.49489231955650304
2087,-2.3908672754201894,-0.2091737825943796
2447,-1.493610417239157,-2.4857851720361257
2785,-0.9540449768827246,-4.90813591723832
3134,-1.699593469062211,-5.230810839623344
4361,-3.05926824431198,-9.41545951132202
4536,-3.125454282788705,-9.07697832575344
4936,-3.8966139711228944,-7.328465020729094
5313,-5.270858399429622,-6.281564433575619
5879,-4.885185833617699,-5.821937767704233
6305,-7.22745744154983,-5.852679636763488
6356,-6.838884460821345,-5.5380194412385695
7077,-4.956215218636746,-7.631902168303359
7139,-5.201884556591547,-8.657389737091334
7222,-5.936565481663796,-9.141509190605122
7605,-7.413467027592732,-8.528218256517324
7790,-7.990306627407988,-7.990306627407987
8329,-9.333809511662427,-9.333809511662427
9245,-9.207549444334736,-8.891627141875166
9490,-8.414570696119917,-8.414570696119915
9663,-11.110951625854778,-8.680826802091781
9728,-12.021044802048104,-8.10829710032583
10048,-13.906453343516393,-7.708472961916759
10075,-14.215456245028726,-7.558492160852842
10291,-14.057543731514642,-8.446624428524887
10298,-14.057543731514642,-8.446624428524887
10885,-13.77819931311915,-3.4352909175152817
11009,-15.068442890109464,-4.0375771035993235
11779,-18.552312265682886,-5.6720110716210925
12216,-17.80193000768232,-7.192446593585511
12247,-17.58164270094161,-7.462964554145129
12501,-11.260760691666828,-8.48559182644388
12923,-6.022552581685985,-8.601096465034415
13282,-3.2611483408622335,-8.495581881124535
13709,-3.44638065942639,-8.530091462014443
13842,-2.287790053281093,-7.978472076288048
14004,-2.687759621589753,-7.001853198729013
14320,-2.3794308566870956,-7.323135175472682
14474,-4.057135312710715,-8.700554755551838
16172,-5.718709867657784,-8.806040963426952
16500,-8.171828995311843,-16.03811743539062
16684,-9.395616455050986,-21.10290007154408
16698,-9.354942790743404,-21.01154552577982
16906,-7.075395254290229,-23.142575094305457
17343,-5.346473892752656,-21.443535550699522
17804,-3.39676092059236,-14.712987978257052
18050,-10.815248642181505,-14.885912696499032
18285,-10.422268693846776,-19.601436561468176
18482,-6.422350390536081,-22.39739751536283
18771,1.0257847423616995,-19.57313888118965
19060,0.8792440648814566,-16.77697618387684
19396,3.1292675241753347,-16.09868580854169
19522,3.985813294578821,-14.875257724851652
19796,-1.66200256595569,-15.812898136355546
20063,2.3963448518036383,-13.590346991568472
20077,2.344250398503559,-13.294904665664808
20168,-0.20942887724740317,-11.998172341876696
20197,-1.4502451865212551,-11.811299204531732
20278,-5.118577783209486,-12.058613580226968
20315,-6.0933589403681765,-12.493237243558422
20469,-8.678092202409434,-15.655692757795183
20776,-0.8530760867599867,-16.277661416499555
20792,-0.842608895511398,-16.07793550954864
20929,-1.6817969389910354,-13.697136892650244
21403,-2.0383050337192423,-19.39317695968133
21687,3.377319218164843,-17.374801147023653
21715,3.300995620014225,-16.98215027364459
22288,1.4989929238833126,-12.208317665188263
22833,2.4560211011316238,-15.506706947343663
23189,-4.2336331729941845,-16.980175209829937
23307,-4.3865455597053655,-19.000216263312087
23949,-2.989514049454889,-28.443326207532618
23976,-2.5013698168577885,-28.590787835233098
24674,2.686381505978696,-25.559212710964623
