altitude,north,east
19,1.6500000000000015,2.8578838324886466
63,1.7854182784444084,2.285231185459494
335,5.698962375105503,1.5270323661048728
619,7.558529312547013,1.4692292643993945
751,7.581486781974664,0.5301492004553521
784,7.581486781974664,0.5301492004553521
1030,7.188569284028453,2.7594332114988136
1146,6.343038025195631,3.811281754334401
1443,6.021920110204419,2.937086683486819
1487,6.111799514834335,2.9809237981657266
1540,6.381437728724085,3.11243514220245
1820,6.25732129512542,3.7597779468433954
1915,6.668395609140178,3.850000000000001
2124,7.564148604794534,2.604545235657254
3008,8.56727440358901,0.7495393876298583
3141,8.698674947860603,0.15183593600436762
3505,6.982948351818769,-0.48829531620887867
3742,6.832849674316835,0.9602943966244522
3881,8.509884126384108,1.8088317101145075
4092,11.28439612036382,3.449986115728294
4327,8.982426468193509,3.092897467342989
4397,8.344654691101088,3.371459340743208
4476,7.8408574128576385,3.9951163977080113
4514,7.85823357644445,4.178296908794429
4817,7.8478041774743295,2.702215681994401
5087,5.93397666922744,2.397482197861837
5230,5.248420764330322,0.7376174350883472
5500,5.768226993135985,-0.6062650869523917
5696,5.2395969218903815,1.3063782362382046
5816,5.842581605575265,0.8211212956643866
5887,6.265487940820122,0.658529318586217
5928,6.265487940820122,0.658529318586217
6072,6.260144644696356,1.330634821233661
6134,6.306922220793977,1.5724923213978388
6283,7.788344378361015,3.146695384693661
6478,8.225945753487117,6.198694738466099
6504,8.195311837509909,6.402879343386846
6737,8.72217390663241,5.664245964156282
7195,7.553067903555837,7.293912889819472
7372,8.17107164318697,5.936631048153977
7400,8.207471968294914,5.536009744360392
7449,8.227241335952167,4.750000000000001
7619,6.553216354311934,4.588611490808369
7622,6.4721359549995805,4.702282018339784
8330,5.7340643100229425,4.015035054457323
8390,5.350857917316862,4.032160655118724
8472,5.440021730198795,4.405242737348863
8941,7.2719883422742795,3.086775915065261
9151,8.751792679240806,0.9198504767553508
9322,7.703616189811525,3.592255224795944
9335,7.639749393542919,3.7261547477071586
9515,7.999267012062586,3.9015032064227895
9756,7.946528335730342,4.225244065073018
10178,10.381626316133845,2.9768834428235893
10911,7.362054648812022,5.3488457958615045
11039,7.62102355330306,4.400000000000001
11299,6.760236386555246,3.0098511587609216
11363,6.583005367424191,2.659706813252975
11927,4.656970893768801,5.750880114781583
12443,1.1829713581605594,8.417278584303347
12538,1.4412798746355218,8.173904350001328
12739,2.7594332114988154,7.1885692840284525
12820,3.5508062889915295,7.280231775023251
12950,3.203995253612045,7.548139798310009
13588,2.2776075969021816,8.500147271343803
13681,1.7172809583889015,8.834644651028976
13886,3.506969174312622,7.1903523703933345
14067,1.6646378021446029,7.210338479410741
14167,1.282221009760032,5.55390936927584
14349,2.400000000000002,4.156921938165304
14635,-0.26167978121471974,4.993147673772869
14804,-0.1744974835125064,4.9969541350954785
15029,3.0858022825276046,1.854137069676195
15235,5.099223245297595,-0.08900727283014553
15783,8.950697058314459,-0.9407561694088836
16078,12.99939380315407,-8.441905042732923
16514,8.00926824431198,-5.819073997695486
16757,4.017296984298423,-6.685904945476476
16779,3.3595296980726457,-6.593448278993923
16923,-0.9698936832494318,-6.123667711689854
17087,-0.6167179332791555,-5.867679182672813
17390,-3.615498834186885,-11.127361240653295
17676,-7.941659780417333,-19.656297716815892
18005,-1.5156627173809751,-14.420567482839962
18688,-7.619257005540837,-17.94984464232259
18798,-6.450623091815407,-16.804447676949632
18827,-6.199765527133697,-16.15094137840159
19089,-5.235797121756268,-12.334765036262702
19273,-7.417587189768958,-13.381681519232755
19558,-2.5348823428270677,-20.644959954139498
19780,-1.2486408800198416,-17.856396499650852
19979,1.3253730011383813,-18.95371695493666
20828,-1.7560781828965781,-16.707967842186992
21257,-2.171100374977021,-15.448181872368497
21602,-0.8373752998871035,-15.978072556073181
21820,1.9011617571202988,-15.483719965604624
22276,-1.6700772115207856,-11.883216824898845
22846,1.0257847423616995,-19.57313888118965
23171,-1.2207382905221915,-17.457370879546925
23976,-4.239374002590258,-26.766354030128234
24027,-4.239374002590258,-26.766354030128234
24083,-4.270660895598304,-26.963891698247263
24360,-1.095844196458534,-31.380871968399607
24750,6.43360015423454,-27.86698385285773
