altitude,north,east
19,2.2,-2.6942229581241775e-16
24,-0.090630778703665,-0.04226182617406995
67,-0.8732661536483969,-0.21772970603970096
261,-0.5500000000000002,-0.9526279441628825
601,1.5530272779924215,0.6914522932288604
758,0.4093203866118319,1.3388266583482493
1496,-0.39125904029352226,0.08316467632710395
1649,-0.2723195175075133,0.41933528397271214
2089,-0.04886673802439276,2.7995735464378955
2612,1.8283842540479265,1.7049959001562458
2617,1.8578620636934855,1.6728265158971456
3156,3.0070163865149073,1.0944644586421397
4693,0.4158233816355196,1.9562952014676112
5284,-0.7500000000000002,1.299038105676658
5895,1.3675589497124583,3.221766987083541
6324,4.642610406308234,3.1314802594361812
6495,5.317961866265923,0.9377001594014246
6597,5.9887401229922235,1.604678079635629
6747,5.192229585574009,2.097796923129107
6842,5.164045682200392,1.5788072055027786
7036,5.115854562798565,2.277725201224481
7057,5.207209108562825,2.3183988655320613
7288,3.96029588778518,1.0611580849203353
7331,3.174173450090486,1.2184510284540215
7504,0.2924363706470248,1.2666810842208056
7526,0.1463398485747147,1.3923306535155826
7628,0.1340562777456619,1.0918007668054543
7663,0.17172809583889015,0.8834644651028976
7872,0.4049118978189575,1.7538661166134233
8106,0.17794225122601065,3.395340418165551
8671,1.1721933854678215,2.7615145603573206
8966,-0.05933818188676264,3.3994821635317303
9237,1.1437419735315566,1.7612081926853906
9315,1.096254549171121,0.48808397169096024
9473,0.40147836381531493,-0.44588689528643655
9512,0.44052427373488606,-0.5440021730198796
9733,-0.6498382723187708,-1.7854159794932256
9758,-0.8948206147667606,-2.0098000068137223
9830,-1.6775787104122404,-2.4871127176651253
10179,-2.033683215379001,-4.567727288213004
10186,-2.033683215379001,-4.567727288213004
10431,-2.150207697271802,-5.601482558983211
10565,-2.5473248352282014,-6.304850211054155
11043,-5.524186716506238,-5.9239649831152805
11114,-5.868986283848345,-5.868986283848344
11399,-7.027992488416177,-5.2959722037380255
11661,-7.059875842035245,-6.356740760409153
11706,-7.313537016191704,-6.819983600624985
11759,-7.67921386700129,-7.160982780656234
12190,-9.188077709327628,-11.346331037271774
12284,-10.466245080536192,-13.396182811314274
12370,-11.26483499979209,-13.910912710079778
12542,-12.207770645118721,-13.09123125898315
12559,-12.43438483121605,-12.876182426061852
12973,-14.61502983386546,-11.013214923682483
13601,-15.232060844556631,-12.334679664576814
13854,-15.397493306691459,-12.92003095469944
14130,-15.547017352589105,-13.514815997204451
14361,-15.4574123699298,-13.917916612264252
14405,-15.62248831061138,-13.5804219001035
15102,-11.866771465087472,-12.725554408173565
15176,-12.08705564598655,-12.516512525892528
15293,-13.153663410949878,-11.843611732551791
15581,-15.167679973755765,-12.727194671793479
15796,-16.47549438288778,-13.341592290256552
16021,-14.862896509547884,-13.382612127177165
16457,-17.611768952213325,-12.33189338154749
16746,-15.023751763882617,-17.28284938710148
17235,-9.050000000000002,-15.67505980849834
17909,-1.1417402299943216,-13.050150545001866
18361,-8.388830574159369e-16,-13.7
18541,-5.128942417432206,-10.515890341700254
18785,-6.807987937687838,-10.4833820993178
18798,-7.0458305837314095,-10.445873414193526
19828,-17.552828526510847,-8.94361284486907
19976,-7.950000000000002,-13.769803920172574
20409,-3.6772128131149486,-14.748495039395145
20883,-1.888974822779786,-15.384465350440491
